governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat
Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.197274,36.766116",PC,182,185,154,39,560,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 3 (Al Ansar),"36.199102,36.631617",PC,172,126,184,144,626,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.281572732,36.713254884",PC,215,239,233,242,929,1,0.65,0.75,0.85,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.386195,36.625485",PC,241,253,219,222,935,1,0.65,0.7,0.9,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 6 (Shabab Al Khayr 3),"36.335412732,36.812654884",PC,369,393,345,372,1479,1,0.6,0.75,0.8,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.370162732,36.725224884",PC,209,190,323,272,994,1,0.7,0.7,0.8,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.205152732,36.638444884",PC,213,224,376,377,1190,1,0.65,0.7,0.75,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 8 (Shabab Al Khayr 2),"36.252352732,36.697724884",PC,393,455,345,395,1588,1,0.6,0.9,0.8,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 9a (Hamad Al Ammar 2),"36.316972732,36.761984884",PC,158,170,165,167,660,1,0.6,0.9,0.75,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Ataa 9b (Nasaem Alkhair),"36.207072732,36.667284884",PC,200,219,176,190,785,1,0.8,0.8,0.75,0,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,4. Not covered - N/A,1. Fully covered
Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ataa Al Kheir,"35.8937640420001,36.2178264500001",IS,674,643,1021,888,3226,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Harim,Karama,Atfal Alghad,"36.375485,36.652229",IS,163,170,109,102,544,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Atmeh,Atmeh,"36.389744,36.686102",IS,17209,19474,15641,13610,65934,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Bab Al Hawa,Aycha,"36.267583,36.692415",IS,298,287,255,223,1063,0,0,0,0,1,1,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered
Idleb,Harim,Big Hir Jamus,Ayidoun,"36.114054,36.382756",PC,1027,790,830,653,3300,0.79,0.94,0.98,1,0.6,1,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered,2. Mostly covered,1. Fully covered
Aleppo,A'zaz,Azaz,Azaz Transit/Reception Centre,"36.611164,37.115983",TC,473,492,415,320,1700,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Hama,Hama,Sanjar,Aziziyeh,"35.42465,37.22043",IS,147,137,88,71,443,0.75,0.5,0.1,0,0.4,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,1. Fully covered
Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 1 (Sham),"35.9420625860001,36.1988687320001",IS,780,792,1210,1125,3908,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 3 (Al Ikhaa),"36.00058,36.300895",IS,263,291,248,278,1080,0.2,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Qah,Bab Al Hawa,"36.313495,36.773265",IS,171,178,201,161,711,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Qah,Bab Al Hawa extension (Al Mutahaboun Bellah),"36.354692732,36.633804884",IS,360,372,305,274,1311,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Aleppo,A'zaz,Azaz,Bab Al Iman,"36.611619,37.069128",IS,2145,1973,1550,1377,7045,0.1,1,1,1,0.1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered
Aleppo,A'zaz,Azaz,Bab Al Noor,"36.598828,37.220317",IS,2316,2396,1959,1762,8433,0.41,1,1,1,0,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Aleppo,A'zaz,Azaz,Bab Al Salame ,"36.656307,37.105711",IS,3028,2734,2148,1855,9765,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Qah,Bani Omiyet,"36.2791722,36.690455",IS,102,103,88,93,386,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Ar Raqqa,Ath-Thawrah,Sasafa,Baoda,"35.8299221790001,38.5782439500001",IS,0,0,0,0,8,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Liyajlikum,Bara`m Al Thawra,"36.336282732,36.721884884",IS,223,295,196,150,863,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Hama,Hama,Sanjar,Baroudiyeh,"35.5210475,37.2748108",IS,57,50,50,49,206,0.7,0.25,0.25,0,0.45,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Bashkum,"35.405515,37.071895",IS,90,54,56,43,243,0.8,0.5,0.1,0,0.8,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Aleppo,Jarablus,Jarablus,Camp 5,"36.82082311,37.9865972",IS,760,497,508,422,2187,0.38,0,0,0,0.4,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered,4. Not covered - N/A
Idleb,Harim,Liyajlikum,Children of Freedom Martyrs,"36.277575,36.7102242",IS,129,130,107,108,474,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.327585,36.680479",IS,303,314,240,271,1128,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Salam,Dma'aet Nazeh,"36.182492,36.675818",IS,76,65,82,86,309,1,0,0,0,0,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Karama,Doaa,"36.322593,36.68014",IS,419,416,353,349,1537,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Karama,Doaat Al Kwait (Al Khayrat),"36.375252,36.646466",IS,173,165,161,175,674,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Eastern Ejaz,"35.607711,36.916504",IS,169,201,183,176,729,0.5,0.5,0.1,0,0.85,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Deir Hassan,Ebtieen,"36.1887045350001,36.7421736000001",IS,114,99,76,67,356,0.35,1,1,1,0.35,0,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered - N/A
Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ein Al Bayda,"35.9352240420001,36.19252645",IS,787,846,1477,1374,4485,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Al Ma'ra,Sanjar,Fahil Jallas,"35.479499,36.872842",IS,45,50,85,69,249,0.75,0.8,0.25,0,0.9,1,2. Mostly covered,2. Mostly covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Fakkah,"35.4191314331054,37.0774959326171",IS,51,40,39,40,170,0.1,0.25,0.25,0,0.9,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Liyajlikum,Farajak Yarab,"36.319242732,36.788684884",IS,147,194,72,54,468,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Liyajlikum,Fardoose,"36.219043,36.640134",IS,220,224,138,131,713,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.226132732,36.630274884",IS,116,151,129,98,494,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Deir Hassan,Ghetaa Al Rahma 1,"36.165956,36.657787",IS,149,154,149,130,582,0.2,1,1,1,0.2,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered
Ar Raqqa,Ath-Thawrah,Sasafa,Hamam,"35.8740021790001,38.6141939500001",IS,0,0,0,0,5,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Karama,Harameen,"36.233028,36.63238",IS,203,199,162,157,721,1,1,1,1,0,0.1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,3. Partially covered
Idleb,Harim,Qah,Hibat Allah,"36.327867,36.784127",IS,246,239,191,190,867,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Harim,Jabal Harim (Sabiroon),"36.1782667,36.6153278",IS,201,239,170,167,777,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Aleppo,Jarablus,Jarablus,Jarablus (Agricultural bank),"36.7909887,37.919483",IS,71,74,61,58,264,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
Aleppo,Jarablus,Jarablus,Jarablus (Stadium),"36.737979,37.975051",IS,299,273,245,252,1069,0,0,0,0,0.4,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered,4. Not covered - N/A
Aleppo,Jarablus,Jarablus,Jarablus (Youth Centre),"36.85050328,38.04155",IS,128,100,95,82,405,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
Aleppo,Jarablus,Jarablus,Jarablus 4 (Jbel),"36.837979,38.046915",IS,1138,915,859,719,3631,0.38,0,0,0,0.4,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,3. Partially covered,4. Not covered - N/A
Idleb,Al Ma'ra,Sanjar,Jeb Elqasab,"35.526228,37.090266",IS,46,37,42,38,163,0.8,0.5,0.25,0,0.8,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Big Hir Jamus,Kadimoon,"36.09454,36.37938",PC,550,800,578,322,2250,0.87,0.8,0.95,0.9,0.64,0.97,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered
Idleb,Harim,Harim,Kafr Hum,"36.1068047990001,36.47773495",IS,301,302,188,165,956,1,0,0.6,1,0,0,1. Fully covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Salam,Kafr Nabutha Al Amal,"36.365322732,36.743014884",IS,122,117,105,91,434,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.382872732,36.749524884",IS,84,80,72,62,298,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Qah,Kafr Nabutha Alsmoud,"36.260502732,36.797644884",IS,78,92,73,111,354,0.85,1,1,1,0,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Khaldyiah,"35.351806,37.122599",IS,89,80,53,44,266,0.5,0.5,0.1,0,0.9,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Sarmada,Khaled Bin Al Waleed,"36.141218,36.631901",IS,575,425,232,218,1450,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Deir Hassan,Khan Toman,"36.280068,36.704645",IS,36,26,25,19,106,0.25,1,1,1,0.25,0,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered - N/A
Idleb,Al Ma'ra,Sanjar,Khayriyeh,"35.46359,37.1801382",IS,84,85,61,59,289,0.9,0.25,0.1,0,0.9,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Liyajlikum,Korayish (Al Khair),"36.316503,36.787313",IS,227,207,134,116,684,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Karama,Kura Mankouba,"36.345017,36.711006",IS,166,158,157,153,634,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.235546,36.799588",IS,195,227,226,181,829,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Lhluoba,"35.4704866646397,36.7231407636819",IS,82,84,54,59,279,1,0.5,0.25,0,0.9,0.75,1. Fully covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered
Idleb,Harim,Liyajlikum,Liyajlikum,"36.380034,36.653211",IS,359,332,207,201,1100,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Lower Maksar,"35.510821,37.045859",IS,20,23,17,12,72,0.8,0.5,0.25,0,0.9,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Lweibdeh,"35.623064,36.956973",IS,61,55,63,53,232,0.6,0.5,0.25,0,0.9,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan Transit Centre,"36.07707,36.657633",TC,130,279,163,199,771,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.237785,36.624141",IS,185,184,258,206,833,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Mardagana Burtuqala,"35.627156,37.09365",IS,26,25,25,21,97,0.5,0.5,0.1,0,0.95,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Jisr-Ash-Shugur,Darkosh,Meriamen,"35.8764919340001,36.3209032310001",IS,80,101,72,66,318,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Harim,Karama,Moatakalen Sahl Al Gab,"36.3185105710001,36.756495776",IS,393,406,333,299,1431,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Idleb,Al Ma'ra,Sanjar,Mreijeb Elmashad,"35.438359,36.962822",IS,57,86,43,39,225,0.4,0.5,0.1,0,0.85,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Mreijeb Slejah,"35.578157,37.220199",IS,90,95,85,72,342,0.6,0.5,0.1,0,0.9,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Salam,Muhajreen Al Gab,"36.231982732,36.683304884",IS,148,142,127,111,528,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Deir Hassan,Nasaem Al Khayr,"36.214366,36.774317",IS,492,566,464,398,1920,0.1,1,1,1,0.1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered
Idleb,Harim,Karama,Nasret Al Mazloum,"36.394603,36.777476",IS,325,354,254,257,1190,1,1,1,1,0,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Qah,Nasret Al Rasoul,"36.257992732,36.768944884",IS,234,228,203,175,840,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Deir Hassan,Nour Al Houda,"36.213076,36.685287",IS,306,358,275,244,1183,0.25,1,1,1,0.25,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered
Idleb,Harim,Karama,Nour Al Mustafa,"36.383455,36.78378",IS,294,292,221,221,1028,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Karama,Nour Al Mustakbal,"36.210026,36.779492",IS,191,191,170,167,719,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Harim,Karama,Nour Al Sham,"36.265314,36.751949",IS,125,117,93,85,420,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Idleb,Harim,Karama,Nour Hama,"36.2019005710001,36.608825776",IS,41,43,35,32,151,0,1,1,1,0,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
Hama,Hama,Sanjar,Ob Alkhazneh,"35.495699,37.199601",IS,72,73,58,46,249,0.5,0.5,0.25,0,0.45,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Ojeh,"35.6938456,37.1176592",IS,17,23,13,12,65,0.75,0.25,0.1,0,0.25,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,1. Fully covered
Idleb,Harim,Harim,Omahat Al Moumenien,"36.214643731,36.498825569",IS,90,85,63,13,251,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Omar,"35.8357240420001,36.1797264500001",IS,448,414,735,658,2255,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Harim,Bab Al Hawa,Othman Bin Affan,"36.131003,36.651884",IS,266,297,256,213,1032,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Jisr-Ash-Shugur,Darkosh,Othman Bin Affan,"36.130003,36.650884",IS,266,297,256,213,1032,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Karama,Qadisiya,"36.265325,36.702794",IS,190,244,201,188,823,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Qah,Qah,"36.267011,36.770271",IS,400,450,328,322,1500,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Harim,Deir Hassan,Qariat Al Iman ,"36.302174,36.730849",IS,169,171,130,4,474,0,1,1,1,0.3,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered - N/A
Idleb,Harim,Liyajlikum,Qassioun,"36.382726,36.651653",IS,152,188,156,140,636,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Qatra,"35.659379,36.909826",IS,44,37,44,47,172,0.75,0.25,0.1,0,0.9,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Aleppo,Jebel Saman,Atareb,Ra'a,"36.1682667,36.7076",IS,266,275,184,153,878,0.3,0.7,0.7,0.7,0.45,1,3. Partially covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,1. Fully covered
Idleb,Harim,Karama,Rajaa,"36.37274,36.794568",IS,193,214,176,164,747,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Ramleh,"35.636225,37.170093",IS,104,128,62,55,349,0.4,0.5,0.2,0,0.95,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Rasm Elabed,"35.542477,36.990267",IS,190,174,146,130,640,0.75,0.75,0.25,0,0.95,1,2. Mostly covered,2. Mostly covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Hama,Hama,Sanjar,Rasm Hamam,"35.4866921,37.2133571",IS,19,12,10,10,51,0.4,0.25,0.1,0,0.9,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Karama,Rawdah,"36.213794,36.660519",IS,137,137,99,98,471,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Al Ma'ra,Sanjar,Re'a Alhawa,"35.55888783,37.0141243481445",IS,143,147,109,98,497,0.5,0.25,0.1,0,0.9,1,3. Partially covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,2. Mostly covered,1. Fully covered
Idleb,Harim,Deir Hassan,Reef Aleppo,"36.1407745350001,36.7593336000001",IS,37,51,41,32,161,0.25,1,1,1,0.25,0,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered - N/A
Idleb,Harim,Karama,Reef Hama Mankouba,"36.220651,36.671864",IS,225,216,168,168,777,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Aleppo,Afrin,Afrin,Roubar Camp,"36.4116661,37.0203094",IS,632,597,501,379,2109,0.9,0.8,0.8,0.9,0.5,0.4,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,3. Partially covered
Idleb,Al Ma'ra,Sanjar,Sahal,"35.5201342643911,36.8910701242293",IS,105,91,60,53,309,1,0.5,0.1,0,0.4,0.75,1. Fully covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,2. Mostly covered
Idleb,Harim,Qah,Sahl Al Ghab Alawal,"36.230779,36.689679",IS,127,113,106,94,440,1,1,1,1,0,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Salah Alden (Kherbet Eljoz),"35.948245,36.215875",IS,704,725,1141,1042,3612,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
Idleb,Harim,Karama,Salah Eldin (including Al Islah),"36.301913,36.689354",IS,503,568,596,494,2161,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
Idleb,Harim,Big Hir Jamus,Samidoon,"36.09928,36.39674",PC,587,833,436,448,2304,0.75,0.9,0.93,1,0.72,1,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered,2. Mostly covered,1. Fully covered
Idleb,Harim,Qah,Sarkhat Tifl,"36.389192732,36.656234884",IS,91,119,71,137,418,0,1,1,1,0,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A,1. Fully covered
Ar Raqqa,Ath-Thawrah,Sasafa,Sasafa,"35.8496621790001,38.6637739500001",IS,0,0,0,0,18,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
Idleb,Al Ma'ra,Sanjar,Sawame',"35.5907112,36.8634146",IS,106,96,64,59,325,0.9,0.25,0.25,0,0.2,1,2. Mostly covered,3. Partially covered,3. Partially covered,4. Not covered - N/A,3. Partially covered,1. Fully covered
