PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000613,Aleppo,Jebel Saman,Atareb,Al Ezza *,"36.1898209294304,36.7889377009123",IS,1584,1547,971,895,4997,1,0,1,1,1,0.75,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000614,Aleppo,Jebel Saman,Atareb,Al Mansoura*,"36.1881606420502,36.7856899648904",IS,120,123,102,95,440,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000615,Aleppo,Jebel Saman,Atareb,Al Jouma*,"36.1677724588662,36.8574419897049",IS,85,95,43,54,277,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000616,Aleppo,Jebel Saman,Atareb,Bafis*,"36.16095864214,36.9011053349822",IS,365,315,228,215,1123,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000617,Aleppo,Jebel Saman,Atareb,Tajamuaa Al Sadiaa*,"36.161733046174,36.9377408735454",IS,3300,2700,2085,1850,9935,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000618,Aleppo,Jebel Saman,Atareb,Al Anwar*,"36.1487187584862,36.9584452640265",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000619,Aleppo,Jebel Saman,Atareb,Rama*,"36.1732806684449,36.9753392413258",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000620,Aleppo,Jebel Saman,Atareb,Al Fajar*,"36.1301177646964,36.9215389899909",IS,42,44,20,18,124,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000621,Aleppo,Jebel Saman,Atareb,Al Wafdeen*,"36.1341096879914,36.9202656950801",IS,52,42,34,40,168,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000622,Aleppo,Jebel Saman,Atareb,Al Asdeqaa*,"36.1356563586741,36.9114697258919",IS,35,37,29,29,130,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000623,Aleppo,Jebel Saman,Atareb,Ard Alwati*,"36.1139762727543,36.8778826855123",IS,35,37,29,29,130,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000624,Aleppo,Jebel Saman,Atareb,Al Madajin*,"36.1468969518318,36.8801392614841",IS,18,30,19,18,85,1,,1,1,1,,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000741,Aleppo,Jebel Saman,Atareb,Kafr Amma ,"36.149587,36.875353",PC,624,568,444,364,2000,0.81,0,1,1,1,0,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000625,Aleppo,Jebel Saman,Atareb,Al Gherbal*,"36.093403394334,36.9255927298218",IS,550,580,372,321,1823,0.5,,1,1,1,,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000626,Aleppo,Jebel Saman,Atareb,Al Aswad*,"36.1043400177732,36.9069033488631",IS,18,30,19,18,85,0.5,,1,1,1,,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000704,Aleppo,Jebel Saman,Atareb,Al Saqiah * ,"36.1085108,36.9300722",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000627,Aleppo,Jebel Saman,Atareb,Arada *,"36.0867603588849,36.9364918861538",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000628,Aleppo,Jebel Saman,Atareb,Al Borah*,"36.0898670274764,36.9611677061766",IS,0,0,0,0,0,,,,,,,,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
