PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000469,Idleb,Harim,Deir Hassan,Omar Al Faroq,"36.18518413,36.75342127",IS,330,309,252,214,1105,0.3,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000454,Idleb,Harim,Kafr Loseen,Al Farja,"36.2444083,36.7246611",IS,74,66,61,54,255,1,0.2,0,0,0,0,1. Fully covered,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000455,Idleb,Harim,Kafr Loseen,Al Qunetrat,"36.2437306,36.722525",IS,151,124,56,35,366,0,0.6,0,0,0,0,Not covered - N/A,2. Mostly covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000194,Idleb,Harim,Kafr Loseen,Damaet Nazeh,"36.257632,36.707468",IS,377,396,260,211,1244,0.2,1,0,0,0,0,3. Partially covered,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000491,Idleb,Harim,Kafr Loseen,Khattab,"36.2487833,36.7063667",IS,357,325,295,238,1215,0.35,0.35,1,1,1,1,3. Partially covered,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000504,Idleb,Harim,Kafr Loseen,Nahn Omaa,"36.244404,36.725074",IS,325,356,177,144,1002,0.2,0,0,0,0,0,3. Partially covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000503,Idleb,Harim,Kafr Loseen,Saed 1 (Kafr Lusin) ,"36.242897,36.723089",IS,1592,1340,1054,975,4961,0.15,0,1,0.9,1,0.92,3. Partially covered,Not covered - N/A,1. Fully covered,2. Mostly covered,1. Fully covered,2. Mostly covered
CP000566,Idleb,Harim,Dana,Badr Alhus,"36.242897,36.723089",IS,158,140,106,82,486,0.5,0.5,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000575,Idleb,Harim,Dana,Aljihad,"36.242897,36.723089",IS,1850,1680,1325,1115,5970,0.45,0.45,0.45,0.45,0.45,0.45,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered,3. Partially covered
CP000103,Idleb,Harim,Karama,Ahel Al Sham,"36.292227,36.695657",IS,323,326,221,215,1085,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000104,Idleb,Harim,Karama,Ahel Halep,"36.296196,36.699726",IS,251,232,164,153,800,1,1,1,1,1,0.95,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000106,Idleb,Harim,Karama,Al Ahrar,"36.292398,36.697432",IS,290,286,279,253,1108,1,1,1,1,1,#N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,#N/A
CP000269,Idleb,Harim,Karama,Al Amal Bil Awdah,"36.292533,36.703452",IS,272,246,153,144,815,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000107,Idleb,Harim,Karama,Al Aqsa,"36.294899,36.701951",IS,321,302,235,167,1025,0.9,1,1,1,1,0.94,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000108,Idleb,Harim,Karama,Al Asil,"36.291481,36.696943",IS,245,641,178,146,1210,1,1,1,1,1,0.95,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000109,Idleb,Harim,Karama,Al Ataa,"36.292225,36.699633",IS,318,383,279,269,1249,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000379,Idleb,Harim,Karama,Al Ayade Al Baydaa,"36.296602,36.6997",IS,207,195,141,107,650,1,1,1,1,1,0.94,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000270,Idleb,Harim,Karama,Al Eman Billah,"36.294189,36.703259",IS,334,336,228,222,1120,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000110,Idleb,Harim,Karama,Al Fadel (Karama),"36.294697,36.698204",IS,117,116,168,165,566,1,1,1,1,1,0.96,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000111,Idleb,Harim,Karama,Al Faraj,"36.294924,36.700434",IS,275,283,253,210,1021,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000255,Idleb,Harim,Karama,Al Ghab Al Mankoub,"36.292021,36.703479",IS,202,209,221,205,837,0.89,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000380,Idleb,Harim,Karama,Al Haneen,"36.292732,36.695491",IS,227,171,177,104,680,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000114,Idleb,Harim,Karama,Al Haq,"36.294881,36.702545",IS,254,219,165,112,750,0.85,1,1,1,1,0.96,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000482,Idleb,Harim,Karama,Al Hidaya Al Namouthajia,"36.296075,36.7096361",IS,396,341,257,206,1200,0.9,0.9,0.9,0.9,0.9,1,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000115,Idleb,Harim,Karama,Al Hijaz,"36.291654,36.70132",IS,120,160,100,80,460,1,1,1,1,1,0.95,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000116,Idleb,Harim,Karama,Al Ikhaa,"36.292251,36.700043",IS,675,668,475,467,2285,0.85,1,1,1,1,0.98,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000117,Idleb,Harim,Karama,Al Ikhlas,"36.292187,36.695133",IS,172,196,198,177,743,0.9,1,1,1,1,0.93,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000381,Idleb,Harim,Karama,Al Jabal (Karama),"36.291006,36.702536",IS,250,214,151,130,745,1,1,1,1,1,0.94,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000118,Idleb,Harim,Karama,Al Karama,"36.293252,36.700929",IS,1055,994,815,631,3495,0.75,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000382,Idleb,Harim,Karama,Al Karim Al Awsat,"36.290741,36.700802",IS,368,302,251,206,1127,0.9,1,1,1,1,0.92,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000120,Idleb,Harim,Karama,Al Mahabbah,"36.290635,36.698284",IS,448,348,271,234,1300,1,1,1,1,1,0.93,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000121,Idleb,Harim,Karama,Al Manara,"36.294705,36.697951",IS,186,236,217,215,854,0.96,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000122,Idleb,Harim,Karama,Al Mustakbal,"36.295789,36.698669",IS,216,273,265,202,956,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000271,Idleb,Harim,Karama,Al Nahda Al Eslamia,"36.294128,36.703018",IS,387,360,207,200,1155,0.91,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000130,Idleb,Harim,Karama,"Al Resalah (extension of Doaa, Doaa & Saleh)","36.294701,36.698959",IS,161,130,104,77,472,1,1,1,1,1,0.97,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000124,Idleb,Harim,Karama,Al Safa wa Al Marwa,"36.29211,36.698244",IS,265,344,345,282,1236,0.75,1,1,1,1,0.9,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000125,Idleb,Harim,Karama,Al Shuhada,"36.294703,36.698522",IS,129,155,159,102,545,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000483,Idleb,Harim,Karama,Al Zahra,"36.2944833,36.6962472",IS,221,203,154,118,695,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000502,Idleb,Harim,Karama,Algena,"36.30443408,36.65796552",IS,182,169,186,167,704,0.35,1,1,0,1,1,3. Partially covered,1. Fully covered,1. Fully covered,Not covered - N/A,1. Fully covered,1. Fully covered
CP000127,Idleb,Harim,Karama,Atfal Alghad,"36.292305,36.696509",IS,215,229,136,138,718,0.93,1,1,1,1,0.97,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000129,Idleb,Harim,Karama,Doaa,"36.292143,36.69866",IS,416,357,365,336,1474,0.99,1,1,1,1,0.97,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000131,Idleb,Harim,Karama,Doaat Al Kwait (Al Khayrat),"36.294352,36.697056",IS,250,237,251,192,930,0.95,1,1,1,1,0.98,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000133,Idleb,Harim,Karama,Harameen,"36.291518,36.69765",IS,1607,1370,1291,1145,5413,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000420,Idleb,Harim,Karama,Khan Sheikhon Al Kemawi,"36.2902361,36.696575",IS,388,341,281,244,1255,0.95,1,1,1,1,0.94,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000383,Idleb,Harim,Karama,Moatakalen Sahl Al Gab,"36.3097705710001,36.689845776",IS,416,362,290,258,1326,0.89,1,1,1,1,0.98,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000272,Idleb,Harim,Karama,Nasret Al Mazloum,"36.295173,36.693636",IS,317,365,318,304,1304,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000135,Idleb,Harim,Karama,Nour Al Mustafa,"36.293135,36.69728",IS,515,475,352,273,1615,0.85,1,1,1,1,0.93,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000136,Idleb,Harim,Karama,Nour Al Mustakbal,"36.295746,36.700252",IS,202,252,235,200,889,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000137,Idleb,Harim,Karama,Nour Al Sham,"36.294704,36.697609",IS,133,170,126,117,546,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000384,Idleb,Harim,Karama,Nour Hama,"36.292975,36.704311",IS,97,98,68,48,310,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000139,Idleb,Harim,Karama,Rajaa,"36.29523,36.695138",IS,302,355,250,222,1129,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000140,Idleb,Harim,Karama,Rawdah,"36.293944,36.696269",IS,200,213,142,133,688,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000142,Idleb,Harim,Karama,Salah Eldin (including Al Islah),"36.295503,36.696554",IS,845,882,481,398,2606,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000282,Idleb,Harim,Karama,Sarkhat Tifl,"36.292038,36.70126",IS,294,313,249,238,1095,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000143,Idleb,Harim,Karama,Sedik (Extension of Al Aqsa),"36.294692,36.699198",IS,61,76,62,58,257,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000144,Idleb,Harim,Karama,Shaheid Saleh,"36.294358,36.695743",IS,425,432,266,207,1330,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000145,Idleb,Harim,Karama,Shams Al Hurriya,"36.292194,36.699207",IS,343,365,385,330,1423,0.91,1,1,1,1,0.94,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000385,Idleb,Harim,Karama,Shuhada Sahl Al Gab,"36.3097705710001,36.689845776",IS,479,444,312,270,1505,0.85,1,1,1,1,0.94,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000148,Idleb,Harim,Karama,Tabarak Al Rahman,"36.292469,36.703028",IS,338,401,225,196,1160,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000149,Idleb,Harim,Karama,Taibah,"36.294992,36.701277",IS,340,358,289,268,1255,0.8,1,1,1,1,0.94,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000150,Idleb,Harim,Karama,Tajammu,"36.294698,36.699769",IS,910,932,800,588,3230,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000151,Idleb,Harim,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.292456,36.702739",IS,865,1031,888,753,3537,0.9,1,1,1,1,0.95,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000152,Idleb,Harim,Karama,Yasmeen Al Sham,"36.29441,36.693678",IS,540,514,431,424,1909,0.8,1,1,1,1,0.95,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000153,Idleb,Harim,Karama,Zahrat Al Madaen,"36.296517,36.699853",IS,245,396,264,218,1123,1,1,1,1,1,0.88,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000369,Idleb,Harim,Karama,Act and Impact (Athar),"36.295646,36.705051",PC,184,236,260,263,943,0.9,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000467,Idleb,Harim,Karama,Al Ber Wa Al Taqwaa (Qah),"36.2948583,36.700025",IS,70,45,53,0,168,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000112,Idleb,Harim,Karama,Al Faroq (Qah),"36.294694,36.699452",IS,238,303,191,155,887,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000301,Idleb,Harim,Liyajlikum,Ain Jaloot,"36.290756,36.710483",IS,311,313,297,260,1181,1,1,1,1,1,0.86,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000154,Idleb,Harim,Liyajlikum,Al Aasy,"36.28841,36.710579",IS,243,274,270,228,1015,1,1,1,1,1,0.95,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000166,Idleb,Harim,Liyajlikum,Al Bayan (Qah),"36.290897,36.7109",IS,322,324,220,214,1080,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000302,Idleb,Harim,Liyajlikum,Al Fateh Al Araby,"36.28974,36.711121",IS,396,420,302,243,1361,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000256,Idleb,Harim,Liyajlikum,Al Hurriya wa Adalah,"36.285425,36.710891",IS,539,543,369,359,1810,1,1,1,1,1,0.92,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000303,Idleb,Harim,Liyajlikum,Al Ikhlas wa Al Taqua,"36.286551,36.710572",IS,283,285,194,188,950,0.6,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000155,Idleb,Harim,Liyajlikum,Al Nawaeer,"36.288269,36.712372",IS,631,627,465,363,2086,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000487,Idleb,Harim,Liyajlikum,Al Qalaa,"36.2812844,36.7228928",IS,30,39,17,15,101,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000485,Idleb,Harim,Liyajlikum,Al Sharqia,"36.2906361,36.7133833",IS,373,260,263,199,1095,1,1,1,1,1,0.88,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000268,Idleb,Harim,Liyajlikum,Al Shrouk,"36.286922,36.711359",IS,249,236,152,113,750,0.8,1,1,1,1,0.98,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000304,Idleb,Harim,Liyajlikum,Baraem Al Thawra,"36.2887,36.714342",IS,500,502,342,331,1675,1,1,1,1,1,0.88,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000156,Idleb,Harim,Liyajlikum,Children of Freedom Martyrs,"36.286815,36.7121042",IS,154,155,105,102,515,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000305,Idleb,Harim,Liyajlikum,Farajak Yarab,"36.288737,36.715412",IS,598,602,408,397,2005,1,1,1,1,1,0.78,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000157,Idleb,Harim,Liyajlikum,Fardoose,"36.289563,36.712704",IS,410,413,280,272,1375,1,1,1,1,1,0.94,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000306,Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.287649,36.713756",IS,284,256,192,168,900,0.95,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000158,Idleb,Harim,Liyajlikum,Korayish (Al Khair,"36.290423,36.711953",IS,323,326,221,215,1085,1,1,1,1,1,0.94,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000159,Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.288426,36.711408",IS,511,515,349,340,1715,1,1,1,1,1,0.94,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000160,Idleb,Harim,Liyajlikum,Liyajlikum,"36.287634,36.712251",IS,251,231,247,187,916,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000161,Idleb,Harim,Liyajlikum,Qassioun,"36.290866,36.711833",IS,216,217,148,144,725,1,1,1,1,1,0.97,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000162,Idleb,Harim,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.288697,36.713499",IS,365,367,250,243,1225,0.85,1,1,1,1,0.93,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000164,Idleb,Harim,Qah,Abu Bakker Al Sidiq,"36.2938694,36.706925",IS,152,141,163,140,596,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000307,Idleb,Harim,Qah,Afamia,"36.292494,36.711033",IS,152,202,243,217,814,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000308,Idleb,Harim,Qah,Ahbab Al Rasoul,"36.292609,36.706476",IS,143,145,195,157,640,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000165,Idleb,Harim,Qah,Al Arbaeen,"36.294214,36.7054389",IS,121,122,115,106,464,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000167,Idleb,Harim,Qah,Al Imam,"36.291923,36.711154",IS,186,238,238,225,887,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000178,Idleb,Harim,Qah,Al Intisar,"36.291915,36.708618",IS,119,147,146,136,548,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000169,Idleb,Harim,Qah,Al Motasem,"36.293121,36.708709",IS,78,99,131,111,419,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000170,Idleb,Harim,Qah,Al Muhajreen,"36.293013,36.705342",IS,282,258,205,150,895,0.9,0.9,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000123,Idleb,Harim,Qah,Al Nour (Qah) ,"36.296533,36.705112",IS,208,319,305,180,1012,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000309,Idleb,Harim,Qah,Al Radwan,"36.293419,36.704468",IS,109,79,80,63,331,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000171,Idleb,Harim,Qah,Al Rahmah (Qah),"36.292332,36.707648",IS,306,258,198,184,946,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000421,Idleb,Harim,Qah,Al Rayan (Qah) ,"36.2931806,36.7058917",IS,199,188,147,126,660,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000173,Idleb,Harim,Qah,Al Waleed ,"36.29224,36.706758",IS,316,301,242,214,1073,0.9,0.9,1,1,1,1,2. Mostly covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000310,Idleb,Harim,Qah,Alebaa,"36.293947,36.714017",IS,218,230,306,246,1000,0.8,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000176,Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.293744,36.707386",PC,284,245,187,139,855,1,0.9,1,1,1,1,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000126,Idleb,Harim,Qah,Ataa 3 (Al Ansar),"36.294072,36.712507",PC,332,282,224,197,1035,1,0.9,1,1,1,1,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000312,Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.206072732,36.666284884",PC,376,350,211,173,1110,1,0.9,1,1,1,1,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000181,Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.291175,36.710045",PC,390,367,234,186,1177,1,0.9,1,1,1,1,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000182,Idleb,Harim,Qah,Ataa 6 (Shabab Al Khayr 3),"36.296272732,36.725164884",PC,0,0,0,0,0,0,0,0,0,0,0,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000313,Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.296272732,36.725164884",PC,496,458,340,265,1559,1,0.9,1,1,1,1,1. Fully covered,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000314,Idleb,Harim,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.296272732,36.725164884",PC,451,437,294,248,1430,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000315,Idleb,Harim,Qah,Ataa 8 (Shabab Al Khayr 2),"36.296272732,36.725164884",PC,790,836,589,590,2805,1,1,0.9,0.8,0.8,1,1. Fully covered,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000316,Idleb,Harim,Qah,Ataa 9a (Hamad Al Ammar 2),"36.296272732,36.725164884",PC,0,0,0,0,0,0,0,0,0,0,0,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000317,Idleb,Harim,Qah,Ataa 9b (Nasaem Alkhair),"36.296272732,36.725164884",PC,0,0,0,0,0,0,0,0,0,0,0,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000175,Idleb,Harim,Qah,Bani Omiyet,"36.2942722,36.708825",IS,125,128,134,129,516,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000177,Idleb,Harim,Qah,Hibat Allah,"36.293157,36.709057",IS,277,287,187,131,882,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000134,Idleb,Harim,Qah,Kura Mankouba,"36.294807,36.703766",IS,131,135,130,120,516,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000179,Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.291705,36.709411",IS,162,203,166,135,666,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000311,Idleb,Harim,Qah,Nasret Al Rasoul,"36.296272732,36.725164884",IS,406,369,262,222,1259,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000138,Idleb,Harim,Qah,Qadisiya,"36.302975367,36.719929742",IS,639,629,488,434,2190,0.75,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
