governorate,district,Sub District,Community,cluster,Location Name,longitude,latitude,geo,environment,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,class
Idleb,Harim,Salqin,Big Hir Jamus,Salqin,Hir Jamous school,36.4203,36.1893,"36.189,36.420",CC,473,420,223,197,1315,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Salqin,Kafarna,Kafrina,Kefreneh school,36.4403,36.1945,"36.194,36.440",CC,15,13,7,6,41,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Salqin,Ein Elbikara,Salqin,Ain Albakara school,36.4127,36.1951,"36.195,36.412",CC,0,0,0,0,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Harim,Kafr Hum,Harim,Abna`a Al Ghab,36.4794,36.1971,"36.197,36.479",IS,291,287,178,147,903,1,,0.7,1,,1,1. Fully covered,4. Not covered,2. Mostly covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Kafr Hum,Harim,Kafr Hum,36.4814,36.1991,"36.199,36.481",IS,301,302,188,165,956,1,,0.6,1,,1,1. Fully covered,4. Not covered,2. Mostly covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Al Ummah,36.711,36.2011,"36.201,36.711",IS,140,135,120,105,500,,1,1,1,,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Al Sadaka,36.7124,36.2031,"36.203,36.712",IS,160,153,136,119,568,,,1,1,,1,4. Not covered,4. Not covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Imdad,36.7129,36.2025,"36.202,36.712",IS,150,145,129,112,536,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Khaled Bin Al Waleed,36.7104,36.203,"36.203,36.710",IS,255,304,317,273,1149,,,1,1,,1,4. Not covered,4. Not covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Dana,Al Dana,Al Dana,36.7573,36.2044,"36.204,36.757",IS,74,73,54,55,256,,1,1,1,,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Othman Bin Affan,36.7291,36.2064,"36.206,36.729",IS,39,36,32,28,135,,,,,,1,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Al Ma'ra,Sanjar,Maksar,Sanjar,Upper Maksar,36.781,36.2089,"36.208,36.781",IS,0,0,0,0,300,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Ariha,36.7226,36.2094,"36.209,36.722",IS,69,67,65,64,265,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Alhai Aljanouby school,36.5207,36.2126,"36.212,36.520",CC,40,135,55,50,280,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Al Karameh,36.5227,36.2146,"36.214,36.522",CC,8,7,4,3,24,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Al Kaws school,36.5237,36.2156,"36.215,36.523",CC,51,44,25,20,140,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Al Khorbeh school,36.5247,36.2166,"36.216,36.524",CC,53,52,25,25,155,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Al Maliah,36.5257,36.2176,"36.217,36.525",CC,36,30,12,12,90,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Almjamaa Altarbawy,36.5267,36.2186,"36.218,36.526",CC,52,52,26,20,150,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Alshouba ,36.5277,36.2196,"36.219,36.527",CC,9,11,6,6,32,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Alsiasieh,36.5287,36.2206,"36.220,36.528",CC,71,66,28,25,190,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Alzeraah,36.5297,36.2216,"36.221,36.529",CC,110,120,35,35,300,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Kafarhum school,36.5307,36.2226,"36.222,36.530",CC,33,30,14,11,88,1,,0.6,1,,0.5,1. Fully covered,4. Not covered,2. Mostly covered,1. Fully covered,4. Not covered,3. Partially covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Karm Abo Jaafar,36.5317,36.2236,"36.223,36.531",CC,210,230,80,80,600,1,,,,,,1. Fully covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Omahat Almoumenien,36.5327,36.2246,"36.224,36.532",CC,100,80,66,4,250,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Shabet al Tamween,36.5337,36.2256,"36.225,36.533",CC,0,0,0,0,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Shahba'2,36.7153,36.2127,"36.212,36.715",IS,83,80,72,63,298,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Dana (Dana),Al Dana,Al Nahda,36.7696,36.2136,"36.213,36.769",IS,0,0,0,0,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Aycha,36.6912,36.2185,"36.218,36.691",IS,298,287,255,223,1063,,,,,1,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Al Ummahat,36.5551,36.2232,"36.223,36.555",IS,93,89,79,69,330,1,,1,1,1,1,1. Fully covered,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Shahba'1 (Bab Al Hawa Lower/1),36.6962,36.2287,"36.228,36.696",IS,323,311,276,242,1152,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Bab El Hawa (Dana),Bab Al Hawa,Al Khirba Al Muhasara,36.692,36.2308,"36.230,36.692",IS,149,143,127,112,531,1,,,,,1,1. Fully covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Bab El Hawa (Dana),Bab Al Hawa,Termanin,36.694,36.2328,"36.232,36.694",IS,31,30,26,23,110,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Bab Al Hawa,Bab Al Hawa,Bab Al Hawa Upper/2 (moved to Imdad),36.6951,36.2304,"36.230,36.695",IS,0,0,0,0,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Al Nahda,36.7628,36.2337,"36.233,36.762",IS,355,428,738,704,2225,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Ebtieen,36.7648,36.2357,"36.235,36.764",IS,83,91,49,52,275,1,1,1,1,0.5,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Al Mashhad,36.7658,36.2367,"36.236,36.765",IS,103,94,70,80,347,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Reef Aleppo,36.7668,36.2377,"36.237,36.766",IS,94,84,96,93,367,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Tal Al Karama,36.7678,36.2387,"36.238,36.767",IS,186,301,95,95,677,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Bab Al Hawa,Al Qaqaa (renamed as Al Rahmah Lahl Al Gab),36.7528,36.236,"36.236,36.752",IS,0,0,0,0,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Al Rahmah Lahl Al Gab (Al Qaqaa),36.7548,36.238,"36.238,36.754",IS,350,431,181,160,1122,1,1,0.5,1,0.5,1,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered,3. Partially covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Zamzam,36.7529,36.2567,"36.256,36.752",IS,117,113,100,88,418,1,1,1,1,0.5,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Abu Obeida Ben Aljaraah,36.7438,36.2406,"36.240,36.743",IS,99,110,520,89,818,1,1,,,,1,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Ghetaa Al Rahma 1,36.7458,36.2426,"36.242,36.745",IS,84,79,335,49,547,1,1,,1,1,1,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Nasaem Al Khayr,36.7468,36.2436,"36.243,36.746",IS,437,483,563,478,1961,1,1,,1,1,1,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Nour Al Houda,36.7478,36.2446,"36.244,36.747",IS,175,164,178,214,731,1,1,,1,1,1,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Ahl Al Balad,36.7412,36.2411,"36.241,36.741",IS,143,126,111,113,493,1,1,1,1,0.5,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,4. Not covered,a. 0 - 999
Idleb,Harim,Harim,Harim,Harim,Jabal Harim (Sabiroon),36.5351,36.2449,"36.244,36.535",IS,260,270,160,160,850,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Sons of Mehin,36.7356,36.245,"36.245,36.735",IS,623,600,534,467,2224,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Deir Hassan - Darhashan,Deir Hassan,Al Wdhehee,36.7515,36.2566,"36.256,36.751",IS,67,64,57,50,238,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Aqrabat,Salam,Dma'aet Nazeh,36.7075,36.2576,"36.257,36.707",IS,77,66,83,87,313,1,,,,,1,1. Fully covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Aqrabat,Salam,Al Midan,36.7289,36.2634,"36.263,36.728",IS,279,292,246,243,1060,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Aqrabat,Aqrabat,Aqrabat (Ahl Al-Athar),36.702,36.2663,"36.266,36.702",IS,185,175,183,150,693,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Aqrabat,Salam,Al Forkan,36.7215,36.2676,"36.267,36.721",IS,372,356,324,328,1380,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Al Tawheed,36.7254,36.2697,"36.269,36.725",IS,82,69,75,70,296,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Salam,Shams Al Izza,36.7274,36.2708,"36.270,36.727",IS,78,75,47,44,244,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Aqrabat,Salam,Al Salam,36.7259,36.277,"36.277,36.725",IS,577,561,397,379,1914,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Khalij,36.7163,36.2813,"36.281,36.716",IS,165,127,91,72,455,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Salam,Dar Al Riaya - Disabled,36.7133,36.2823,"36.282,36.713",IS,287,299,228,257,1071,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Jolan,36.7183,36.2822,"36.282,36.718",IS,460,471,377,347,1655,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Nasser,36.7195,36.2833,"36.283,36.719",IS,427,484,372,350,1633,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Al Magad,36.7202,36.2837,"36.283,36.720",IS,149,147,126,132,554,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Salam,Al Ahd Billah,36.7286,36.2847,"36.284,36.728",IS,282,304,343,312,1241,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Al Shrouk,36.7114,36.2869,"36.286,36.711",IS,176,163,159,156,654,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Children of Freedom Martyrs,36.7121,36.2868,"36.286,36.712",IS,141,140,112,115,508,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Liyajlikum,36.7123,36.2876,"36.287,36.712",IS,375,345,215,210,1145,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Al Aasy,36.7106,36.2884,"36.288,36.710",IS,227,230,201,212,870,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Lan Narka`llla Lilah,36.7134,36.2904,"36.290,36.713",IS,395,461,458,367,1681,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Al Nawaeer,36.7144,36.2883,"36.288,36.714",IS,469,628,325,326,1748,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Toyor Al Janna (Heaven Bird's),36.7135,36.2887,"36.288,36.713",IS,207,202,173,180,762,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa,36.7284,36.2889,"36.288,36.728",IS,401,419,473,382,1675,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Fardoose,36.7127,36.2896,"36.289,36.712",IS,255,260,161,152,828,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Mahabbah,36.6983,36.2906,"36.290,36.698",IS,221,214,147,146,728,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Bayan,36.7109,36.2909,"36.290,36.710",IS,146,130,151,132,559,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Korayish (Al Khair),36.712,36.3104,"36.310,36.712",IS,244,223,143,125,735,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Qassioun,36.7118,36.2929,"36.292,36.711",IS,122,152,127,114,515,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Asil,36.6969,36.2915,"36.291,36.696",IS,261,260,151,148,820,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Harameen,36.6977,36.2935,"36.293,36.698",IS,217,177,174,169,737,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Hijaz,36.7013,36.2917,"36.291,36.701",IS,142,150,107,122,521,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Intisar,36.7086,36.2919,"36.291,36.708",IS,179,175,146,146,645,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Nour al Mustafa,36.6973,36.2931,"36.293,36.697",IS,279,277,211,211,978,,1,1,1,,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Ataa 5 (Shabab Al Khayr),36.71,36.2912,"36.291,36.71",IS,278,291,252,256,1077,1,1,1,1,0.6,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Al Imam,36.7112,36.2939,"36.293,36.711",IS,184,217,232,203,836,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Ahel Al Sham,36.6957,36.2922,"36.292,36.695",IS,240,237,140,138,755,0.9,1,1,1,1,,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Ikhlas,36.6971,36.2942,"36.294,36.697",IS,220,264,179,181,844,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Atfal Alghad,36.6965,36.2923,"36.292,36.696",IS,169,177,114,104,564,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Ahrar,36.6974,36.2924,"36.292,36.697",IS,319,290,287,249,1145,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Al Safa,36.6982,36.2921,"36.292,36.698",IS,247,189,195,199,830,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Madenh Monarh (Hmamiat),36.7094,36.2937,"36.293,36.707",IS,165,163,229,182,739,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Ataa,36.6996,36.2952,"36.295,36.699",IS,246,210,152,134,742,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Hibat Allah,36.7091,36.2932,"36.293,36.709",IS,209,203,163,162,737,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Ikhaa,36.7,36.2943,"36.294,36.7",IS,368,407,328,332,1435,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Watasimu,36.7027,36.2925,"36.292,36.702",IS,538,528,606,498,2170,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Doaa,36.6987,36.2941,"36.294,36.699",IS,349,342,308,312,1311,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Al Manara,36.698,36.2947,"36.294,36.698",IS,242,172,152,148,714,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Waleed,36.7068,36.2972,"36.297,36.706",IS,206,213,176,128,723,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Rahmah,36.7076,36.2953,"36.295,36.707",IS,229,214,148,141,732,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Amal Bil Awdah,36.7035,36.2945,"36.294,36.702",IS,125,133,100,115,473,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Qah,36.7278,36.2927,"36.292,36.727",IS,293,320,326,318,1258,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Rawdah,36.6963,36.3139,"36.313,36.696",IS,148,148,106,106,508,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Kura Mankouba,36.7038,36.2948,"36.294,36.703",IS,154,148,147,143,592,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Karama,36.7009,36.2933,"36.293,36.700",IS,780,811,673,795,3059,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
