PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000259,Idleb,Jisr-Ash-Shugur,Oben,Al Hanbushiyeh,"35.796408,36.263596",IS,463,456,592,516,2027,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000258,Idleb,Harim,Harim,Jabal Harim (Sabiroon),"36.1782667,36.6153278",IS,170,180,201,207,758,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000257,Idleb,Harim,Harim,Kafr Hum,"36.1068047990001,36.47773495",IS,301,302,188,165,956,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000256,Idleb,Harim,Liyajlikum,Al Hurriya wa Adalah,"36.387032732,36.795974884",IS,0,0,0,0,973,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000255,Idleb,Harim,Karama,Al Ghab Al Mankoub,"36.2112705710001,36.631485776",IS,0,0,0,0,1017,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000238,Idleb,Jisr-Ash-Shugur,Darkosh,Meriamen,"35.8764919340001,36.3209032310001",IS,220,245,144,137,746,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000210,Idleb,Harim,Harim,Omahat Al Moumenien,"36.214643731,36.498825569",IS,90,85,63,13,251,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000198,Idleb,Harim,Sarmada,Khaled Bin Al Waleed,"36.141218,36.631901",IS,401,415,330,286,1432,0,0,0,0,0,1,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000197,Idleb,Harim,Sarmada,Al Imdad,"36.290864,36.779152",IS,183,190,150,130,653,0,0,0,0,0,1,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000196,Idleb,Harim,Sarmada,Al Nouri,"36.208377,36.599485",IS,350,335,310,297,1292,0.5,0,0,1,0,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A
CP000195,Idleb,Harim,Salam,Shams Al Izza,"36.293118,36.797325",IS,47,61,34,26,168,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000194,Idleb,Harim,Salam,Dma'aet Nazeh,"36.182492,36.675818",IS,76,65,82,86,309,1,0,0,0,0,1,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000193,Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.327585,36.680479",IS,0,0,0,0,1477,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000191,Idleb,Harim,Salam,Al Salam,"36.299527,36.683876",IS,522,489,383,367,1761,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000190,Idleb,Harim,Salam,Al Nasser,"36.30962,36.73818",IS,707,846,541,464,2558,1,1,1,1,1,0.14,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000189,Idleb,Harim,Salam,Al Midan,"36.336739,36.671332",IS,0,0,0,0,1114,0,1,1,1,1,0.85,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000188,Idleb,Harim,Salam,Al Khalij,"36.221223,36.67421",IS,0,0,0,0,405,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000187,Idleb,Harim,Salam,Al Jolan,"36.289554,36.763847",IS,490,483,478,463,1914,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000186,Idleb,Harim,Salam,Al Forkan,"36.307826,36.674392",IS,359,348,288,291,1286,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000184,Idleb,Harim,Qah,Shuhadaa Abdeen,"36.275223,36.684534",IS,206,189,183,184,762,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000182,Idleb,Harim,Qah,Ataa 6 (Shabab Al Khayr 3),"36.335412732,36.812654884",PC,389,336,457,349,1531,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000181,Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.386195,36.625485",PC,211,200,310,278,999,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000180,Idleb,Harim,Qah,Qah,"36.267011,36.770271",IS,364,412,307,299,1382,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000179,Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.237785,36.624141",IS,212,207,123,109,651,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000178,Idleb,Harim,Qah,Al Intisar,"36.367695,36.707598",IS,0,0,0,0,498,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000177,Idleb,Harim,Qah,Hibat Allah,"36.327867,36.784127",IS,193,205,170,170,738,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000176,Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.197274,36.766116",PC,196,140,223,40,599,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000175,Idleb,Harim,Qah,Bani Omiyet,"36.2791722,36.690455",IS,93,106,91,94,384,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000174,Idleb,Harim,Qah,Bab Al Hawa,"36.313495,36.773265",IS,106,121,100,76,403,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000173,Idleb,Harim,Qah,Al Waleed,"36.22949,36.703188",IS,212,222,136,115,685,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000172,Idleb,Harim,Qah,Al Tawheed,"36.322642,36.747819",IS,83,75,60,53,271,0,1,1,1,1,0.87,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000171,Idleb,Harim,Qah,Al Rahmah,"36.386302,36.791668",IS,0,0,0,0,650,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000170,Idleb,Harim,Qah,Al Muhajreen,"36.286313,36.768762",IS,0,0,0,0,581,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000169,Idleb,Harim,Qah,Al Motasem,"36.242911,36.731429",IS,0,0,0,0,326,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000168,Idleb,Harim,Qah,Al Magad,"36.2782922,36.8089944",IS,0,0,0,0,565,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000167,Idleb,Harim,Qah,Al Imam,"36.217813,36.631574",IS,299,287,265,254,1105,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000166,Idleb,Harim,Qah,Al Bayan,"36.264627,36.69341",IS,0,0,0,0,577,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000165,Idleb,Harim,Qah,Al Arbaeen,"36.299724,36.6819289",IS,0,0,0,0,411,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000164,Idleb,Harim,Qah,Abu Bakker Al Sidiq,"36.2803494,36.685935",IS,0,0,0,0,594,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000162,Idleb,Harim,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.196777,36.693369",IS,0,0,0,0,624,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000161,Idleb,Harim,Liyajlikum,Qassioun,"36.382726,36.651653",IS,0,0,0,0,440,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000160,Idleb,Harim,Liyajlikum,Liyajlikum,"36.380034,36.653211",IS,0,0,0,0,643,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000159,Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.235546,36.799588",IS,0,0,0,0,870,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000158,Idleb,Harim,Liyajlikum,Korayish (Al Khair),"36.316503,36.787313",IS,245,225,143,122,735,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000157,Idleb,Harim,Liyajlikum,Fardoose,"36.219043,36.640134",IS,289,290,203,212,994,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000156,Idleb,Harim,Liyajlikum,Children of Freedom Martyrs,"36.277575,36.7102242",IS,0,0,0,0,342,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000155,Idleb,Harim,Liyajlikum,Al Nawaeer,"36.210279,36.615782",IS,404,515,300,312,1531,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000154,Idleb,Harim,Liyajlikum,Al Aasy,"36.20176,36.740249",IS,208,224,213,220,865,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000153,Idleb,Harim,Karama,Zahret Al Madaen,"36.273877,36.736483",IS,249,220,143,135,747,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000152,Idleb,Harim,Karama,Yasmeen Al Sham,"36.2767,36.692648",IS,440,419,267,257,1383,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000151,Idleb,Harim,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.230016,36.719579",IS,0,0,0,0,3376,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000150,Idleb,Harim,Karama,Tajammu,"36.229638,36.646429",IS,0,0,0,0,103,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000149,Idleb,Harim,Karama,Taibah,"36.223182,36.684667",IS,349,312,355,328,1344,1,1,1,1,1,0.84,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000148,Idleb,Harim,Karama,Tabarak Al Rahman,"36.199589,36.674638",IS,184,213,152,173,722,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000146,Idleb,Harim,Karama,Sons of Homs (Abna Homs),"36.213407,36.588103",IS,185,170,165,172,692,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000145,Idleb,Harim,Karama,Shams Al Hurriya,"36.383734,36.756267",IS,345,293,343,357,1338,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000144,Idleb,Harim,Karama,Shaheid Saleh,"36.197918,36.657363",IS,264,232,165,157,818,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000143,Idleb,Harim,Karama,Sedik (Extension of Al Aqsa),"36.304402,36.703858",IS,75,75,65,60,275,1,1,1,1,1,0.79,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000142,Idleb,Harim,Karama,Salah Eldin (including Al Islah),"36.301913,36.689354",IS,319,333,266,241,1159,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000141,Idleb,Harim,Qah,Sahl Al Ghab Alawal,"36.230779,36.689679",IS,155,129,131,119,534,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000140,Idleb,Harim,Karama,Rawdah,"36.213794,36.660519",IS,179,154,121,113,567,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000139,Idleb,Harim,Karama,Rajaa,"36.37274,36.794568",IS,215,226,172,153,766,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000138,Idleb,Harim,Karama,Qadisiya,"36.265325,36.702794",IS,0,0,0,0,828,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000137,Idleb,Harim,Karama,Nour Al Sham,"36.265314,36.751949",IS,171,163,129,116,579,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000136,Idleb,Harim,Karama,Nour Al Mustakbal,"36.210026,36.779492",IS,212,209,185,176,782,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000135,Idleb,Harim,Karama,Nour Al Mustafa,"36.383455,36.78378",IS,317,286,226,217,1046,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000134,Idleb,Harim,Karama,Kura Mankouba,"36.345017,36.711006",IS,0,0,0,0,504,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000133,Idleb,Harim,Karama,Harameen,"36.233028,36.63238",IS,219,181,177,170,747,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000132,Idleb,Harim,Karama,Reef Hama Mankouba,"36.220651,36.671864",IS,216,212,160,157,745,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000131,Idleb,Harim,Karama,Doaat Al Kwait (Al Khayrat),"36.375252,36.646466",IS,189,169,175,184,717,1,1,1,1,1,0.86,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000130,Idleb,Harim,Karama,"Al Resalah (extension of Doaa, Doaa & Saleh)","36.330121,36.766569",IS,0,0,0,0,369,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000129,Idleb,Harim,Karama,Doaa,"36.322593,36.68014",IS,277,261,258,248,1044,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000127,Idleb,Harim,Karama,Atfal Alghad,"36.375485,36.652229",IS,168,186,122,113,589,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000126,Idleb,Harim,Qah,Ataa 3 (Al Ansar),"36.199102,36.631617",PC,126,122,220,186,654,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000125,Idleb,Harim,Karama,Al Shuhada,"36.317343,36.659472",IS,145,168,159,63,535,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000124,Idleb,Harim,Karama,Al Safa wa Al Marwa,"36.22232,36.636024",IS,241,185,191,193,810,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000122,Idleb,Harim,Karama,Al Mustakbal,"36.297669,36.711999",IS,251,268,178,171,868,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000121,Idleb,Harim,Karama,Al Manara,"36.264585,36.6958721",IS,273,197,168,164,802,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000120,Idleb,Harim,Karama,Al Mahabbah,"36.375375,36.772364",IS,221,209,153,144,727,1,1,1,1,1,0.84,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000118,Idleb,Harim,Karama,Al Karama,"36.381182,36.673619",IS,0,0,0,0,3251,1,1,1,1,1,0.93,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
