PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000441,Idleb,Harim,Deir Hassan,Al Bo Fares,"36.2438617,36.7901739",IS,0,0,0,0,336,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000440,Idleb,Harim,Deir Hassan,Nour Al Kheir,"36.2401517,36.7609806",IS,0,0,0,0,756,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000439,Idleb,Harim,Deir Hassan,Morek,"36.2478967,36.7435328",IS,0,0,0,0,4266,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000438,Idleb,Harim,Deir Hassan,Lastom Wahdakom,"36.2400611,36.7238456",IS,0,0,0,0,906,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000436,Idleb,Harim,Deir Hassan,Al Mazalem,"36.2497156,36.748545",IS,0,0,0,0,210,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000435,Idleb,Harim,Deir Hassan,Al Mansour,"36.2299522,36.7416211",IS,0,0,0,0,2346,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000434,Idleb,Harim,Bab Al Hawa,Al Bardakli,"36.2151972,36.7252778",IS,0,0,0,0,346,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000433,Aleppo,A'zaz,Azaz,Al Helal,"36.6355211,37.1083783",IS,0,0,0,0,125,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000424,Idleb,Jisr-Ash-Shugur,Darkosh,Al Bonyan,"36.0002828,36.3203489",IS,87,101,83,76,347,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000423,Idleb,Harim,Salam,Mareiwdah,"36.2938467,36.7291922",IS,0,0,0,0,284,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000422,Idleb,Harim,Qah,Shuhada Khan Sheikhon,"36.2914989,36.708335",IS,0,0,0,0,752,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000420,Idleb,Harim,Karama,Khan Sheikhon Al Kemawi,"36.2862961,36.695995",IS,0,0,0,0,792,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000419,Aleppo,Jebel Saman,Atareb,Mezanaz Transit/Reception Centre,"36.063247,36.860725",TC,399,398,509,249,1555,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000418,Idleb,Harim,Sarmada,Al Rahman,"36.202867, 36.682187",IS,0,0,0,0,70,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000415,Idleb,Harim,Deir Hassan,Al Ghoraba Homs,"36.2246472, 36.7942361",IS,157,146,79,89,471,1,0,0.56,0,0,0.6,1. Fully covered,4. Not covered - N/A,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,2. Mostly covered
CP000414,Idleb,Harim,Harim,Dalama,"36.213593731, 36.521745569",IS,32,40,31,32,135,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000413,Idleb,Harim,Harim,Al Azraq,"36.212593731, 36.520745569",IS,122,128,101,94,445,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000412,Idleb,Harim,Salam,Zahrat Al Khalij Al Arabi,"36.296272732,36.725164884",IS,283,255,177,149,864,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000411,Idleb,Harim,Deir Hassan,Qariat Al Iman ,"36.302174,36.730849",IS,0,0,0,0,636,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000410,Idleb,Harim,Deir Hassan,Khan Toman,"36.280068,36.704645",IS,28,35,26,29,118,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000409,Idleb,Harim,Deir Hassan,Al Naief,"36.296282,36.748782",IS,115,112,71,60,358,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000408,Idleb,Harim,Deir Hassan,Al Ezza,"36.150756,36.833892",IS,304,449,248,269,1270,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000407,Idleb,Harim,Deir Hassan,Al Bunian Al Kuwaite,"36.324594,36.68411",IS,403,401,697,481,1982,0.95,0.25,1,1,0.9,0.4,2. Mostly covered,3. Partially covered,1. Fully covered,1. Fully covered,2. Mostly covered,3. Partially covered
CP000406,Aleppo,Jebel Saman,Atareb,Alabiad (including Allhyba),"36.066744,36.884078",IS,1051,1064,777,632,3524,0.22,1,1,0.6,0.5,0.2,3. Partially covered,1. Fully covered,1. Fully covered,2. Mostly covered,3. Partially covered,3. Partially covered
CP000405,Idleb,Harim,Sarmada,Al Fateh,"36.251039,36.70816",IS,82,78,72,70,302,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000404,Idleb,Harim,Sarmada,Al Faroq Omar,"36.209293,36.708312",IS,0,0,0,0,858,0.5,0,0,0,0,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000403,Idleb,Harim,Sarmada,Al Faraj (Al Ghab),"36.200495,36.616129",IS,372,359,330,317,1378,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000402,Idleb,Idleb,Maaret Tamsrin,Maaret Elekhwan Transit/Reception Centre,"36.07669,36.692203",T/RC,374,362,386,248,1370,1,1,1,1,1,0.5,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000390,Idleb,Harim,Harim,Al Madenh Monarh (Harim),"36.198353731,36.498175569",IS,76,80,70,66,292,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000388,Idleb,Harim,Salam,Al Madiq 1,"36.302975367,36.719929742",IS,23,37,29,26,115,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000387,Idleb,Harim,Salam,Al Awdah,"36.360032732,36.697404884",IS,0,0,0,0,117,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000386,Idleb,Harim,Qah,Bab Al Hawa extension (Al Mutahaboun Bellah),"36.354692732,36.633804884",IS,0,0,0,0,1482,0,1,1,1,1,0.26,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000385,Idleb,Harim,Karama,Shuhada Sahl Al Gab,"36.2898805710001,36.739075776",IS,0,0,0,0,787,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000384,Idleb,Harim,Karama,Nour Hama,"36.2019005710001,36.608825776",IS,0,0,0,0,305,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000383,Idleb,Harim,Karama,Moatakalen Sahl Al Gab,"36.3185105710001,36.756495776",IS,0,0,0,0,1557,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000382,Idleb,Harim,Karama,Al Karim Al Awsat,"36.3965405710001,36.688045776",IS,0,0,0,0,848,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000381,Idleb,Harim,Karama,Al Jabal,"36.3555105710001,36.638085776",IS,0,0,0,0,433,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000380,Idleb,Harim,Karama,Al Haneen,"36.3035005710001,36.676635776",IS,0,0,0,0,489,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000379,Idleb,Harim,Karama,Al Ayade Al Baydaa,"36.2322905710001,36.641295776",IS,142,138,136,123,539,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000377,Idleb,Harim,Deir Hassan,Al Foqaraa (The Poor),"36.223600207,36.7063965120001",IS,100,175,92,92,459,0.4,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000369,Idleb,Harim,Karama,Act and Impact (Athar),"36.270986,36.787651",PC,292,243,189,180,904,1,1,1,1,0.7,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered
CP000365,Aleppo,A'zaz,Azaz,Al Shahba,"36.487114,37.085992",IS,342,299,342,251,1234,0.9,0,0,0,0,0,2. Mostly covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000364,Aleppo,A'zaz,Azaz,Azaz Transit/Reception Centre,"36.611164,37.115983",TC,258,281,175,117,831,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000341,Idleb,Jisr-Ash-Shugur,Darkosh,Ali Bin Abi Taleb,"35.952744,36.219395",IS,203,250,225,188,866,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000340,Idleb,Harim,Deir Hassan,Al Wdhehee,"36.24321604,36.72528357",IS,139,192,114,123,568,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000339,Idleb,Harim,Deir Hassan,Tal Al Karama,"36.1943745350001,36.7625536000001",IS,569,549,359,354,1831,0.5,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000338,Idleb,Harim,Deir Hassan,Reef Aleppo,"36.1407745350001,36.7593336000001",IS,52,50,43,34,179,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000337,Idleb,Harim,Deir Hassan,Al Mashhad,"36.1811645350001,36.7420136",IS,94,129,81,88,392,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000336,Idleb,Harim,Deir Hassan,Ebtieen,"36.1887045350001,36.7421736000001",IS,75,98,78,83,334,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000335,Idleb,Harim,Deir Hassan,Zamzam,"36.199996,36.706463",IS,0,0,0,0,522,0.3,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000334,Idleb,Harim,Deir Hassan,Al Nahda,"36.3177745350001,36.7011336000001",IS,0,0,0,0,3060,0.3,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000333,Idleb,Harim,Deir Hassan,Ahl Al Balad,"36.277729,36.755846",IS,245,246,153,194,838,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000332,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Al Fateha,"35.9187840420001,36.18200645",IS,234,183,133,128,678,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000331,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Al Kaderiyeh,"35.915600696,36.301948886",IS,36,36,33,24,129,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000330,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 1 (Sham),"35.9420625860001,36.1988687320001",IS,965,1125,1156,1033,4279,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000328,Idleb,Harim,Deir Hassan,Sons of Mehin (Abna Mehin),"36.251503,36.734224",IS,394,502,264,274,1434,0.5,0,0,0,0,0,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000327,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Omar,"35.8357240420001,36.1797264500001",IS,562,631,562,631,2386,0.7,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000326,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ein Al Bayda,"35.9352240420001,36.19252645",IS,1131,1234,1376,1261,5002,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000325,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ataa Al Kheir,"35.8937640420001,36.2178264500001",IS,701,788,835,753,3077,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000324,Idleb,Harim,Salam,Zahrat Al Jolan,"36.359462732,36.697634884",IS,173,167,165,156,661,0,1,1,1,1,0.85,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000323,Idleb,Harim,Salam,Shuhada Kafr Nabutha,"36.259522732,36.740074884",IS,175,170,168,160,673,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000322,Idleb,Harim,Salam,Muhajreen Al Gab,"36.231982732,36.683304884",IS,0,0,0,0,495,0,1,1,1,1,0.9,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000321,Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.382872732,36.749524884",IS,0,0,0,0,656,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000320,Idleb,Harim,Salam,Kafr Nabutha Al Amal,"36.365322732,36.743014884",IS,0,0,0,0,359,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000319,Idleb,Harim,Salam,Al Goroub,"36.367132732,36.625524884",IS,292,357,283,257,1189,0,1,1,1,1,0.92,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000318,Idleb,Harim,Salam,Abl Baydar,"36.374842732,36.751344884",IS,42,90,78,77,287,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000317,Idleb,Harim,Qah,Ataa 9b (Nasaem Alkhair),"36.207072732,36.667284884",PC,177,150,250,188,765,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000316,Idleb,Harim,Qah,Ataa 9a (Hamad Al Ammar 2),"36.316972732,36.761984884",PC,147,151,244,195,737,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000315,Idleb,Harim,Qah,Ataa 8 (Shabab Al Khayr 2),"36.252352732,36.697724884",PC,381,370,450,100,1301,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000314,Idleb,Harim,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.205152732,36.638444884",PC,345,201,347,310,1203,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000313,Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.370162732,36.725224884",PC,200,180,301,245,926,1,0.9,0.9,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000312,Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya),"36.281572732,36.713254884",PC,208,170,300,257,935,1,0.9,0.95,0.6,0.8,1,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000311,Idleb,Harim,Qah,Nasret Al Rasoul,"36.257992732,36.768944884",IS,272,265,240,231,1008,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000310,Idleb,Harim,Qah,Alebaa,"36.271637,36.696107",IS,0,0,0,0,709,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000309,Idleb,Harim,Qah,Al Radwan,"36.214582732,36.640624884",IS,0,0,0,0,300,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000308,Idleb,Harim,Qah,Ahbab Al Rasoul,"36.322882732,36.733684884",IS,0,0,0,0,556,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000307,Idleb,Harim,Qah,Afamia,"36.374172732,36.641074884",IS,218,209,194,186,807,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000306,Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.226132732,36.630274884",IS,0,0,0,0,325,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000305,Idleb,Harim,Liyajlikum,Farajak Yarab,"36.319242732,36.788684884",IS,0,0,0,0,1084,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000304,Idleb,Harim,Liyajlikum,Bara`m Al Thawra,"36.336282732,36.721884884",IS,0,0,0,0,1013,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000303,Idleb,Harim,Liyajlikum,Al Ikhlas and Al Taqua,"36.351822732,36.659004884",IS,0,0,0,0,1109,1,1,1,1,1,0.84,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000302,Idleb,Harim,Liyajlikum,Al Fateh Al Araby,"36.323172732,36.687794884",IS,0,0,0,0,589,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000301,Idleb,Harim,Liyajlikum,Ain Jaloot,"36.256922732,36.716664884",IS,0,0,0,0,628,1,1,1,1,1,0.84,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000300,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 2 (Sadaka Tashi),"35.921644,36.1898236",PC,295,337,317,345,1294,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000294,Aleppo,A'zaz,Azaz,Talil Elsham Southern,"36.661277,37.131465",IS,501.76,483.84,412.16,394.24,1792,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000293,Aleppo,A'zaz,Azaz,Talil Elsham school,"36.6496559,37.160633",IS,752.64,725.76,618.24,591.36,2688,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000292,Aleppo,A'zaz,Azaz,Al Zeytoun (Olive),"36.541687,37.011161",IS,357,334,242,219,1152,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000291,Aleppo,A'zaz,Azaz,Yazibag,"36.563278,37.081323",IS,3343,3458,2826,2540,12167,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000290,Aleppo,A'zaz,Azaz,Al Rayan,"36.702078,37.0032138",IS,3086.72,2976.48,2535.52,2425.28,11024,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000289,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 3 (Al Ikhaa),"36.00058,36.300895",IS,426,514,382,330,1652,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000284,Idleb,Harim,Harim,Abna`a Al Ghab,"36.2069247990001,36.40878495",IS,127,122,114,97,460,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000283,Aleppo,Jebel Saman,Atareb,Ra'a,"36.1682667,36.7076",IS,429,460,243,228,1360,0.38,1,0,0,0,1,3. Partially covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000282,Idleb,Harim,Qah,Sarkhat Tifl,"36.389192732,36.656234884",IS,124,133,109,120,486,1,1,1,1,1,0.8,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000281,Idleb,Harim,Big Hir Jamus,Al Taakhi,"36.066364,36.390104",IS,317,301,325,254,1197,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000280,Idleb,Harim,Big Hir Jamus,Al Safsafa,"36.181181,36.482508",IS,587,456,518,458,2019,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000279,Idleb,Harim,Sarmada,Al Khirba Al Muhasara,"36.2029169150001,36.6066535140001",IS,147,141,131,126,545,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000278,Aleppo,A'zaz,Azaz,Al Resalah (Al Armuda),"36.649798,37.188062",PC,2953,2777,3204,2754,11688,0.2,0.2,0,0,0,0,3. Partially covered,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000277,Idleb,Harim,Deir Hassan,Nour Al Houda,"36.213076,36.685287",IS,149,233,150,170,702,0.99,0,1,1,1,0.26,2. Mostly covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000276,Idleb,Harim,Deir Hassan,Nasaem Al Khayr,"36.214366,36.774317",IS,0,0,0,0,2868,0.1,0,1,1,1,0,3. Partially covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000275,Idleb,Harim,Deir Hassan,Ghetaa Al Rahma 1,"36.165956,36.657787",IS,163,227,165,149,704,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000274,Idleb,Harim,Deir Hassan,Al Rahmah Lahl Al Gab (Al Qaqaa),"36.209653,36.665601",IS,395,394,299,306,1394,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000273,Idleb,Harim,Deir Hassan,Abu Obeida Ben Aljaraah,"36.250146,36.699867",IS,202,213,174,134,723,0.65,0,1,1,1,0.26,2. Mostly covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000272,Idleb,Harim,Karama,Nasret Al Mazloum,"36.394603,36.777476",IS,306,320,224,225,1075,1,1,1,1,1,0.83,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000271,Idleb,Harim,Karama,Al Nahda Aleslamia,"36.228928,36.797818",IS,0,0,0,0,731,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000270,Idleb,Harim,Karama,Aleman Billah,"36.276159,36.695039",IS,0,0,0,0,909,1,1,1,1,1,0.85,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000269,Idleb,Harim,Karama,Al Amal Bil Awdah,"36.271983,36.752652",IS,179,176,172,160,687,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000268,Idleb,Harim,Liyajlikum,Al Shrouk,"36.369132,36.627979",IS,126,133,149,147,555,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000266,Idleb,Harim,Qah,Kafr Nabutha Alsmoud,"36.260502732,36.797644884",IS,0,0,0,0,330,0.85,1,1,1,1,0.85,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000265,Idleb,Harim,Salam,Al Ahd Billah,"36.289612,36.735506",IS,0,0,0,0,848,1,1,1,1,1,0.87,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
