PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000340,Idleb,Harim,Deir Hassan,Al Wdhehee,"36.24321604,36.72528357",IS,756,694,690,750,2890,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000339,Idleb,Harim,Deir Hassan,Tal Al Karama,"36.1943745350001,36.7625536000001",IS,569,549,359,354,1831,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000338,Idleb,Harim,Deir Hassan,Reef Aleppo,"36.1407745350001,36.7593336000001",IS,37,30,20,23,110,1,1,1,1,1,0.26,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000337,Idleb,Harim,Deir Hassan,Al Mashhad,"36.1811645350001,36.7420136",IS,94,129,81,88,392,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000336,Idleb,Harim,Deir Hassan,Ebtieen,"36.1887045350001,36.7421736000001",IS,75,98,78,83,334,1,1,1,1,1,0.26,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000335,Idleb,Harim,Deir Hassan,Zamzam,"36.199996,36.706463",IS,0,0,0,0,370,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000334,Idleb,Harim,Deir Hassan,Al Nahda,"36.3177745350001,36.7011336000001",IS,0,0,0,0,3060,1,0,1,1,1,0,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000333,Idleb,Harim,Deir Hassan,Ahl Al Balad,"36.277729,36.755846",IS,245,246,153,194,838,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000332,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Al Fateha,"35.9031040420001,36.1909764500001",IS,234,182,132,125,673,0,1,1,1,1,0.88,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000331,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Al Kaderiyeh,"35.915600696,36.301948886",IS,36,36,33,24,129,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000330,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 1 (Sham),"35.9416125860001,36.2343487320001",IS,1048,1231,1234,1106,4619,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000329,Idleb,Jisr-Ash-Shugur,Darkosh,Othman Bin Affan,"35.9931406440001,36.3097019910001",IS,107,116,103,86,400,1,1,0,0,0,0,1. Fully covered,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000328,Idleb,Harim,Deir Hassan,Sons of Mehin (Abna Mehin),"36.251503,36.734224",IS,394,502,264,274,1434,0.5,1,1,1,1,0,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000327,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Omar,"35.9031040420001,36.1909764500001",IS,576,636,603,535,2350,0.7,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000326,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ein Al Bayda,"35.9031040420001,36.1909764500001",IS,1337,1514,1577,1440,5868,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000325,Idleb,Jisr-Ash-Shugur,Kherbet Eljoz,Ataa Al Kheir,"35.9031040420001,36.1909764500001",IS,766,861,854,771,3252,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000324,Idleb,Harim,Salam,Zahrat Al Jolan,"36.281355,36.718389",IS,189,185,183,127,684,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000323,Idleb,Harim,Salam,Shuhada Kafr Nabutha,"36.281405,36.716768",IS,211,207,167,143,728,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000322,Idleb,Harim,Salam,Muhajreen Al Gab,"36.281743,36.713803",IS,106,140,96,88,430,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000321,Idleb,Harim,Salam,Kafr Nabutha Alhora,"36.283845,36.727938",IS,223,247,161,117,748,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000320,Idleb,Harim,Salam,Kafr Nabutha Al Amal,"36.281679,36.713263",IS,85,98,89,85,357,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000319,Idleb,Harim,Salam,Al Goroub,"36.281667,36.712524",IS,244,287,193,156,880,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000318,Idleb,Harim,Salam,Abl Baydar,"36.296272732,36.725164884",IS,54,48,49,42,193,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000317,Idleb,Harim,Qah,Ataa 9b (Nasaem Alkhair),"36.296272732,36.725164884",PC,200,210,123,142,675,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000316,Idleb,Harim,Qah,Ataa 9a (Hamad Al Ammar 2),"36.296272732,36.725164884",PC,200,210,123,142,675,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000315,Idleb,Harim,Qah,Ataa 8 (Shabab Al Khayr 2),"36.296272732,36.725164884",PC,417,439,256,298,1410,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000314,Idleb,Harim,Qah,Ataa 7b (Ataa Almara Alkwaityeh 2),"36.296272732,36.725164884",PC,291,306,179,208,984,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000313,Idleb,Harim,Qah,Ataa 7a (Ataa Almara Alkwaityeh 1),"36.296272732,36.725164884",PC,246,259,151,175,831,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000312,Idleb,Harim,Qah,Ataa 4 (Al Reaya Al Islamiya)/ ???? 3 - ??????? ?????????,"36.206072732,36.666284884",PC,220,231,135,157,743,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000311,Idleb,Harim,Qah,Nasret Al Rasoul,"36.296272732,36.725164884",IS,272,265,240,231,1008,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000310,Idleb,Harim,Qah,Alebaa,"36.293947,36.714017",IS,173,177,174,126,650,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000309,Idleb,Harim,Qah,Al Radwan,"36.293419,36.704468",IS,51,58,62,43,214,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000308,Idleb,Harim,Qah,Ahbab Al Rasoul,"36.292609,36.706476",IS,136,131,160,127,554,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000307,Idleb,Harim,Qah,Afamia,"36.292494,36.711033",IS,218,209,194,186,807,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000306,Idleb,Harim,Liyajlikum,Fateh Aleslam,"36.287649,36.713756",IS,88,94,92,83,357,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000305,Idleb,Harim,Liyajlikum,Farajak Yarab,"36.288737,36.715412",IS,216,232,162,139,749,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000304,Idleb,Harim,Liyajlikum,Bara`m Al Thawra,"36.2887,36.714342",IS,251,275,237,183,946,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000303,Idleb,Harim,Liyajlikum,Al Ikhlas and Al Taqua,"36.286551,36.710572",IS,231,262,248,220,961,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000302,Idleb,Harim,Liyajlikum,Al Fateh Al Araby,"36.28974,36.711121",IS,232,257,157,137,783,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000301,Idleb,Harim,Liyajlikum,Ain Jaloot,"36.290756,36.710483",IS,211,208,115,94,628,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000300,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 2 (Sadaka Tashi),"35.941644,36.198236",PC,319,363,284,223,1189,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000294,Aleppo,A'zaz,Azaz,Talil Elsham Southern,"36.645237,37.105885",IS,501.76,483.84,412.16,394.24,1792,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000293,Aleppo,A'zaz,Azaz,Talil Elsham school,"36.650659,37.102803",IS,752.64,725.76,618.24,591.36,2688,0,1,1,1,1,0,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000292,Aleppo,A'zaz,Azaz,Al Zeytoun (Olive),"36.632937,37.108581",IS,357,334,242,219,1152,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000291,Aleppo,A'zaz,Azaz,Yazibag,"36.621618,37.072373",IS,0,0,0,0,4167,0,0,1,1,1,0,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000290,Aleppo,A'zaz,Azaz,Al Rayan,"37.118748,36.654828",IS,1958,1832,1327,1200,6315,1,1,1,1,1,0.1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000289,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Az-Zawf 3 (Al Ikhaa),"35.95015,36.211705",IS,607,690,681,605,2583,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000284,Idleb,Harim,Harim,Abna`a Al Ghab,"36.198044,36.476721",IS,92,105,100,102,399,0.97,1,1,1,1,0,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000283,Aleppo,Jebel Saman,Atareb,Ra'a,"36.1066667,36.745",IS,297,366,157,134,954,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000282,Idleb,Harim,Qah,Sarkhat Tifl,"36.292038,36.70126",IS,125,170,93,67,455,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000281,Idleb,Harim,Big Hir Jamus,Al Taakhi,"36.132144,36.400164",IS,317,301,325,254,1197,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000280,Idleb,Harim,Big Hir Jamus,Al Safsafa,"36.181181,36.482508",IS,381,445,387,268,1481,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000279,Idleb,Harim,Sarmada,Al Khirba Al Muhasara,"36.2029169150001,36.6066535140001",IS,0,0,0,0,545,0.5,0,0,1,0,1,3. Partially covered,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered,4. Not covered - N/A,1. Fully covered
CP000278,Aleppo,A'zaz,Azaz,Al Resalah (Al Armuda),"36.661868,37.116302",PC,3251,2777,2977,2683,11688,0.6,0.5,1,0.7,1,0.5,2. Mostly covered,3. Partially covered,1. Fully covered,2. Mostly covered,1. Fully covered,3. Partially covered
CP000277,Idleb,Harim,Deir Hassan,Nour Al Houda,"36.238763,36.749292",IS,149,233,150,170,702,0.99,1,1,1,1,0.26,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000276,Idleb,Harim,Deir Hassan,Nasaem Al Khayr,"36.214366,36.774317",IS,0,0,0,0,1727,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000275,Idleb,Harim,Deir Hassan,Ghetaa Al Rahma 1,"36.165956,36.657787",IS,163,227,165,149,704,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000274,Idleb,Harim,Deir Hassan,Al Rahmah Lahl Al Gab (Al Qaqaa),"36.209653,36.665601",IS,533,510,573,659,2275,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000273,Idleb,Harim,Deir Hassan,Abu Obeida Ben Aljaraah,"36.250146,36.699867",IS,168,195,144,158,665,1,0,1,1,1,0.26,1. Fully covered,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered
CP000272,Idleb,Harim,Karama,Nasret Al Mazloum,"36.295173,36.703636",IS,284,329,204,204,1021,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000271,Idleb,Harim,Karama,Al Nahda Aleslamia,"36.294128,36.703018",IS,201,231,133,119,684,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000270,Idleb,Harim,Karama,Aleman Billah,"36.294189,36.703259",IS,221,241,186,138,786,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000269,Idleb,Harim,Karama,Al Amal Bil Awdah,"36.292533,36.703452",IS,183,217,128,103,631,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000268,Idleb,Harim,Liyajlikum,Al Shrouk,"36.286922,36.711359",IS,130,158,117,89,494,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000266,Idleb,Harim,Qah,Kafr Nabutha Alsmoud,"36.267063,36.717228",IS,65,98,55,48,266,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000265,Idleb,Harim,Salam,Al Ahd Billah,"36.284682,36.728616",IS,217,231,190,163,801,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000259,Idleb,Jisr-Ash-Shugur,Oben,Al Hanbushiyeh,"35.8609407490001,36.180443843",IS,490,480,615,531,2116,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000258,Idleb,Harim,Harim,Jabal Harim (Sabiroon),"36.226395,36.539417",IS,170,180,201,207,758,0.98,1,1,1,1,0.88,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000257,Idleb,Harim,Harim,Kafr Hum,"36.1970547990001,36.47936495",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000256,Idleb,Harim,Liyajlikum,Al Hurriya wa Adalah,"36.285425,36.710891",IS,265,270,240,205,980,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000255,Idleb,Harim,Karama,Al Ghab Al Mankoub,"36.292021,36.703479",IS,157,167,121,103,548,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000238,Idleb,Jisr-Ash-Shugur,Darkosh,Meriamen,"35.9204619340001,36.4157032310001",IS,100,115,70,66,351,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered - N/A
CP000210,Idleb,Harim,Harim,Omahat Al Moumenien,"36.214643731,36.498825569",IS,90,85,63,13,251,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000208,Idleb,Harim,Harim,Alzeraah,"36.2043878,36.5133478",CC,101,86,86,67,340,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000207,Idleb,Harim,Harim,Alsiasieh,"36.2050456,36.5221478",CC,71,66,28,25,190,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000202,Idleb,Harim,Harim,Al Kaws school,"36.2108011,36.5144033",CC,51,44,25,20,140,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000200,Idleb,Harim,Harim,Alhai Aljanouby school,"36.2134711,36.5262233",CC,22,73,30,27,152,1,0,0,0,0,0,1. Fully covered,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000198,Idleb,Harim,Sarmada,Khaled Bin Al Waleed,"36.203008,36.710371",IS,0,0,0,0,1432,0,0,0,0,0,1,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,1. Fully covered
CP000197,Idleb,Harim,Sarmada,Al Imdad,"36.290864,36.779152",IS,0,0,0,0,0,0,0,0,0,0,0,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A,4. Not covered - N/A
CP000196,Idleb,Harim,Sarmada,Al Nouri,"36.208377,36.599485",IS,350,335,310,297,1292,0.5,1,1,1,1,0.88,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000195,Idleb,Harim,Salam,Shams Al Izza,"36.270788,36.725365",IS,61,73,67,62,263,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000194,Idleb,Harim,Salam,Dma'aet Nazeh,"36.182492,36.675818",IS,102,111,100,90,403,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000193,Idleb,Harim,Salam,Dar Al Riaya - Disabled,"36.282335,36.713339",IS,357,383,265,226,1231,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000191,Idleb,Harim,Salam,Al Salam,"36.277047,36.723946",IS,394,524,330,299,1613,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000190,Idleb,Harim,Salam,Al Nasser,"36.28331,36.71946",IS,568,603,412,355,1938,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000189,Idleb,Harim,Salam,Al Midan,"36.263449,36.728872",IS,221,264,198,165,848,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000188,Idleb,Harim,Salam,Al Khalij,"36.281263,36.7163",IS,106,124,105,72,407,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000187,Idleb,Harim,Salam,Al Jolan,"36.282224,36.716307",IS,495,577,457,418,1947,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000186,Idleb,Harim,Salam,Al Forkan,"36.267586,36.721482",IS,226,269,199,153,847,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000184,Idleb,Harim,Qah,Shuhadaa Abdeen,"36.293603,36.708294",IS,171,163,127,114,575,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000182,Idleb,Harim,Qah,Ataa 6 (Shabab Al Khayr 3),"36.296272732,36.725164884",PC,377,397,232,269,1275,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000181,Idleb,Harim,Qah,Ataa 5 (Shabab Al Khayr),"36.291175,36.710045",PC,200,210,123,142,675,1,0,0.7,0.6,0.6,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000180,Idleb,Harim,Qah,Qah,"36.292701,36.727771",IS,400,413,344,298,1455,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000179,Idleb,Harim,Qah,Madenh Monarh (Hmamiat),"36.291705,36.709411",IS,158,201,155,127,641,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000178,Idleb,Harim,Qah,Al Intisar,"36.291915,36.708618",IS,111,136,112,101,460,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000177,Idleb,Harim,Qah,Hibat Allah,"36.293157,36.709057",IS,180,198,155,125,658,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000176,Idleb,Harim,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),"36.293744,36.707386",PC,162,171,100,116,549,1,0,0.7,0.6,0.7,1,1. Fully covered,4. Not covered - N/A,2. Mostly covered,2. Mostly covered,2. Mostly covered,1. Fully covered
CP000175,Idleb,Harim,Qah,Bani Omiyet,"36.2942722,36.708825",IS,56,73,32,27,188,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000174,Idleb,Harim,Qah,Bab Al Hawa,"36.288925,36.728395",IS,131,147,110,96,484,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000173,Idleb,Harim,Qah,Al Waleed,"36.29224,36.706758",IS,166,198,202,155,721,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000172,Idleb,Harim,Qah,Al Tawheed,"36.269712,36.725429",IS,94,104,81,73,352,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000171,Idleb,Harim,Qah,Al Rahmah,"36.292332,36.707648",IS,188,193,154,129,664,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000170,Idleb,Harim,Qah,Al Muhajreen,"36.293013,36.705342",IS,130,166,138,105,539,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000169,Idleb,Harim,Qah,Al Motasem,"36.293121,36.708709",IS,68,77,82,64,291,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000168,Idleb,Harim,Qah,Al Magad,"36.2837222,36.7201944",IS,171,198,135,89,593,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000167,Idleb,Harim,Qah,Al Imam,"36.291923,36.711154",IS,178,217,186,186,767,0.5,1,1,1,1,1,3. Partially covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000166,Idleb,Harim,Qah,Al Bayan,"36.290897,36.7109",IS,217,189,167,4,577,0,1,1,1,1,1,4. Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000165,Idleb,Harim,Qah,Al Arbaeen,"36.294214,36.7054389",IS,105,109,81,69,364,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000164,Idleb,Harim,Qah,Abu Bakker Al Sidiq,"36.2938694,36.706925",IS,135,122,110,99,466,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000162,Idleb,Harim,Liyajlikum,Toyor Al Janna (Heaven Bird's),"36.288697,36.713499",IS,127,206,146,107,586,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000161,Idleb,Harim,Liyajlikum,Qassioun,"36.290866,36.711833",IS,109,126,107,98,440,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000160,Idleb,Harim,Liyajlikum,Liyajlikum,"36.287634,36.712251",IS,235,211,206,149,801,1,1,1,1,1,0.9,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered
CP000159,Idleb,Harim,Liyajlikum,Lan Narka`llla Lilah,"36.288426,36.711408",IS,211,253,191,154,809,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
