governorate,district,Sub District,Community,cluster,Location Name,longitude,latitude,geo,environment,girls,boys,women,men,individual,Shelter,Water,Sanitation,Waste Removal,NFI,Food,shelter_cat,water_cat,sanitation_cat,waste_cat,NFI_cat,Food_cat,class
Idleb,Harim,Dana,Atma,Karama,Al Manara,36.697951,36.294705,"36.294705,36.697951",IS,242,172,152,148,714,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Mustakbal,36.698669,36.295789,"36.295789,36.698669",IS,252,263,174,171,860,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Nahda Aleslamia,36.703018,36.294128,"36.294128,36.703018",IS,208,216,181,130,735,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Nour,36.705112,36.296533,"36.296533,36.705112",IS,211,187,165,153,716,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,"Al Resalah (extension of Doaa, Doaa & Saleh)",36.698959,36.294701,"36.294701,36.698959",IS,113,104,85,80,382,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Safa,36.698244,36.29211,"36.29211,36.698244",IS,247,189,195,199,830,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Al Shuhada,36.698522,36.294703,"36.294703,36.698522",IS,143,167,150,58,518,,1,1,1,1,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Atfal Alghad,36.696509,36.292305,"36.292305,36.696509",IS,169,177,114,104,564,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Doaa,36.69866,36.292143,"36.292143,36.69866",IS,349,342,308,312,1311,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Doaat Al Kwait (Al Khayrat),36.697056,36.294352,"36.294352,36.697056",IS,177,169,169,185,700,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Harameen,36.69765,36.291518,"36.291518,36.69765",IS,217,177,174,169,737,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Kura Mankouba,36.703766,36.294807,"36.294807,36.703766",IS,154,148,147,143,592,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Nasret Al Mazloum,36.693636,36.295173,"36.295173,36.693636",IS,278,303,217,219,1017,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Nour al Mustafa,36.69728,36.293135,"36.293135,36.69728",IS,279,277,211,211,978,,1,1,1,,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Nour al Mustakbal,36.700252,36.295746,"36.295746,36.700252",IS,200,200,178,176,754,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Nour Al Sham,36.697609,36.294704,"36.294704,36.697609",IS,150,141,113,104,508,,1,1,1,,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Qadisiya,36.710034,36.296205,"36.296205,36.710034",IS,182,234,193,180,789,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Rajaa,36.695138,36.29523,"36.29523,36.695138",IS,213,237,194,182,826,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Rawdah,36.696269,36.293944,"36.293944,36.696269",IS,148,148,106,106,508,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Reef Hama Mankouba,36.700444,36.297341,"36.297341,36.700444",IS,222,207,158,154,741,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Salah Eldin,36.696554,36.295503,"36.295503,36.696554",IS,310,373,291,252,1226,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Sedik (Extension of Al Aqsa),36.699198,36.294692,"36.294692,36.699198",IS,68,65,58,56,247,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Shaheid Saleh,36.695743,36.294358,"36.294358,36.695743",IS,248,243,155,151,797,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Shams Al Hurriya,36.699207,36.292194,"36.292194,36.699207",IS,323,274,322,334,1253,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Sons of Homs (Abna Homs),36.702033,36.296907,"36.296907,36.702033",IS,186,181,162,130,659,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Tabarak Al Rahman,36.703028,36.292469,"36.292469,36.703028",IS,174,161,196,155,686,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Taibah,36.701277,36.294992,"36.294992,36.701277",IS,310,279,321,295,1205,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Tajammu,36.699769,36.294698,"36.294698,36.699769",IS,42,41,34,32,149,,1,1,1,,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Atma,Karama,Watasimu,36.702739,36.292456,"36.292456,36.702739",IS,538,528,606,498,2170,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Yasmeen Al Sham,36.693678,36.29441,"36.29441,36.693678",IS,431,425,262,260,1378,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Atma,Karama,Zahret Al Madaen,36.699853,36.296517,"36.296517,36.699853",IS,235,233,154,150,772,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Al Aasy,36.710579,36.28841,"36.28841,36.710579",IS,227,230,201,212,870,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Al Nawaeer,36.712372,36.288269,"36.288269,36.712372",IS,469,628,325,326,1748,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Al Shrouk,36.711359,36.286922,"36.286922,36.711359",IS,176,163,159,156,654,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Children of Freedom Martyrs,36.7121042,36.286815,"36.286815,36.7121042",IS,141,140,112,115,508,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Fardoose,36.712704,36.289563,"36.289563,36.712704",IS,255,260,161,152,828,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Korayish (Al Khair),36.711953,36.290423,"36.290423,36.711953",IS,244,223,143,125,735,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Lan Narka`llla Lilah,36.711408,36.288426,"36.288426,36.711408",IS,395,461,458,367,1681,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Liyajlikum,36.712251,36.287634,"36.287634,36.712251",IS,375,345,215,210,1145,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Liyajlikum,Qassioun,36.711833,36.290866,"36.290866,36.711833",IS,122,152,127,114,515,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Liyajlikum,Toyor Al Janna (Heaven Bird's),36.713499,36.288697,"36.288697,36.713499",IS,207,202,173,180,762,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Abu Bakker Al Sidiq,36.706925,36.2938694,"36.2938694,36.706925",IS,257,240,158,118,773,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Arbaeen,36.7054389,36.294214,"36.294214,36.7054389",IS,98,105,89,101,393,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Bayan,36.7109,36.290897,"36.290897,36.7109",IS,146,130,151,132,559,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Imam,36.711154,36.291923,"36.291923,36.711154",IS,184,217,232,203,836,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Intisar,36.708618,36.291915,"36.291915,36.708618",IS,179,175,146,146,645,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Magad,36.7201944,36.2837222,"36.2837222,36.7201944",IS,149,147,126,132,554,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Motasem,36.708709,36.293121,"36.293121,36.708709",IS,82,138,106,87,413,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Muhajreen,36.705342,36.293013,"36.293013,36.705342",IS,173,182,125,135,616,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Rahmah,36.707648,36.292332,"36.292332,36.707648",IS,229,214,148,141,732,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Tawheed,36.725429,36.269712,"36.269712,36.725429",IS,82,69,75,70,296,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Al Waleed,36.706758,36.29224,"36.29224,36.706758",IS,206,213,176,128,723,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Alebaa,36.714017,36.293947,"36.293947,36.714017",IS,171,165,146,128,610,,1,1,1,,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans),36.707386,36.293744,"36.293744,36.707386",IS,200,207,171,44,622,1,0.55,0.6,0.6,0.1,0.75,1. Fully covered,2. Mostly covered,2. Mostly covered,2. Mostly covered,3. Partially covered,2. Mostly covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Ataa 3 (Al Ansar),36.712507,36.294072,"36.294072,36.712507",IS,185,135,198,155,673,1,1,1,1,0.1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,3. Partially covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Ataa 5 (Shabab Al Khayr),36.710045,36.291175,"36.291175,36.710045",IS,278,291,252,256,1077,1,1,1,1,0.6,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Bab Al Hawa,36.728395,36.288925,"36.288925,36.728395",IS,401,419,473,382,1675,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Bani Omiyet,36.708825,36.2942722,"36.2942722,36.708825",IS,87,90,72,72,321,,1,1,1,,,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Hibat Allah,36.709057,36.293157,"36.293157,36.709057",IS,209,203,163,162,737,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Madenh Monarh (Hmamiat),36.709411,36.291705,"36.291705,36.709411",IS,165,163,229,182,739,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Qah,36.727771,36.292701,"36.292701,36.727771",IS,293,320,326,318,1258,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Qah,Sahl Al Ghab Alawal,36.707179,36.292179,"36.292179,36.707179",IS,131,108,104,102,444,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Qah,Shuhadaa Abdeen,36.708294,36.293603,"36.293603,36.708294",IS,172,193,179,142,686,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Salam,Al Ahd Billah,36.728616,36.284682,"36.284682,36.728616",IS,282,304,343,312,1241,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Aqrabat,Salam,Al Forkan,36.721482,36.267586,"36.267586,36.721482",IS,372,356,324,328,1380,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Jolan,36.716307,36.282224,"36.282224,36.716307",IS,460,471,377,347,1655,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Khalij,36.7163,36.281263,"36.281263,36.7163",IS,165,127,91,72,455,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Aqrabat,Salam,Al Midan,36.728872,36.263449,"36.263449,36.728872",IS,279,292,246,243,1060,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Al Nasser,36.71946,36.28331,"36.28331,36.71946",IS,427,484,372,350,1633,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Aqrabat,Salam,Al Salam,36.723946,36.277047,"36.277047,36.723946",IS,577,561,397,379,1914,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Qah,Salam,Dar Al Riaya - Disabled,36.713339,36.282335,"36.282335,36.713339",IS,287,299,228,257,1071,1,1,1,1,,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Aqrabat,Salam,Dma'aet Nazeh,36.707468,36.257632,"36.257632,36.707468",IS,77,66,83,87,313,1,,,,,1,1. Fully covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Qah,Salam,Shams Al Izza,36.725365,36.270788,"36.270788,36.725365",IS,78,75,47,44,244,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Al Nouri,36.690425,36.183617,"36.183617,36.690425",IS,235,287,258,245,1025,0.8,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Dana,Sarmada,Sarmada,Al Ummah,36.711018,36.201145,"36.201145,36.711018",IS,140,135,120,105,500,,1,1,1,,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Imdad,36.712852,36.202524,"36.202524,36.712852",IS,150,145,129,112,536,,1,1,1,1,1,4. Not covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,a. 0 - 999
Idleb,Harim,Dana,Sarmada,Sarmada,Khaled Bin Al Waleed,36.710371,36.203008,"36.203008,36.710371",IS,255,304,317,273,1149,,,1,1,,1,4. Not covered,4. Not covered,1. Fully covered,1. Fully covered,4. Not covered,1. Fully covered,"b. 1,000 - 4,999"
Idleb,Harim,Harim,Harim,Harim,Jabal Harim (Sabiroon),36.5350778,36.2449167,"36.2449167,36.5350778",IS,260,270,160,160,850,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Idleb,Jisr-Ash-Shugur,Darkosh,Dorriyeh,Darkosh,Ali Bin Abi Taleb,36.304855,35.993814,"35.993814,36.304855",IS,388,397,296,269,1350,1,1,1,1,,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,4. Not covered,"b. 1,000 - 4,999"
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,Az-Zawf 2 (Sadaka Tashi),36.198236,35.941644,"35.941644,36.198236",IS,624,615,709,703,2651,1,1,1,1,,0.5,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,3. Partially covered,"b. 1,000 - 4,999"
Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,Jisr-Ash-Shugur,Az-Zawf 3 (Al Ikhaa),36.211705,35.95015,"35.95015,36.211705",IS,252,230,286,284,1052,1,1,1,1,,0.75,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,2. Mostly covered,"b. 1,000 - 4,999"
Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Kherbet Eljoz,Salah Alden (Kherbet Eljoz),36.176605,35.895065,"35.895065,36.176605",IS,848,834,880,870,3432,1,1,1,1,1,0.7,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,2. Mostly covered,"b. 1,000 - 4,999"
Idleb,Jisr-Ash-Shugur,Badama,Ein El-Bayda,Oben,Al Hanbushiyeh,36.181036,35.865178,"35.865178,36.181036",IS,72,60,44,38,214,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Lattakia,Lattakia,Rabee'a,Samira - Sallur,Yamadia,Al Nahel Camp,36.133971,35.819362,"35.819362,36.133971",IS,,,,,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Lattakia,Lattakia,Rabee'a,Samira - Sallur,Yamadia,Al Zeytoun,36.133916,35.824858,"35.824858,36.133916",IS,,,,,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Lattakia,Lattakia,Rabee'a,Samira - Sallur,Yamadia,Jib Torous,36.130435,35.841758,"35.841758,36.130435",IS,,,,,200,1,1,1,1,1,,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,4. Not covered,a. 0 - 999
Lattakia,Lattakia,Rabee'a,Samira - Sallur,Yamadia,Yamadia Major Camp,36.134242,35.838277,"35.838277,36.134242",IS,,,,,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
Lattakia,Lattakia,Rabee'a,Qasab ,Yamadia,Yamadia (Kasab),36.068147,35.712194,"35.712194,36.068147",IS,,,,,0,,,,,,,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,4. Not covered,a. 0 - 999
