PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000491,Idleb,Harim,Kafr Loseen,Khattab,"36.2487833,36.7063667",IS,310,260,195,180,945,0.2,0,1,1,1,1,3. Partially covered,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000504,Idleb,Harim,Kafr Loseen,Nahn Omaa,"36.244404,36.725074",IS,202,192,148,126,668,0.2,0,0.8,0.2,1,1,3. Partially covered,Not covered - N/A,2. Mostly covered,3. Partially covered,1. Fully covered,1. Fully covered
CP000503,Idleb,Harim,Kafr Loseen,Saed 1 (Kafr Lusin) ,"36.242897,36.723089",IS,1600,1350,1060,980,4990,0.15,0,1,0.9,1,0.8,3. Partially covered,Not covered - N/A,1. Fully covered,2. Mostly covered,1. Fully covered,2. Mostly covered
CP000566,Idleb,Harim,Dana,Badr Alhus,"36.242897,36.723089",IS,200,150,150,150,650,1,0,0,0,0,0,1. Fully covered,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000575,Idleb,Harim,Dana,Aljihad,"36.242897,36.723089",IS,750,738,560,489,2537,0,0,0,0,0,0,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A,Not covered - N/A
CP000103,Idleb,Harim,Karama,Ahel Al Sham,"36.292227,36.695657",IS,323,326,221,215,1085,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000104,Idleb,Harim,Karama,Ahel Halep,"36.296196,36.699726",IS,211,195,138,129,673,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000106,Idleb,Harim,Karama,Al Ahrar,"36.292398,36.697432",IS,441,427,289,243,1400,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000269,Idleb,Harim,Karama,Al Amal Bil Awdah,"36.292533,36.703452",IS,233,211,131,123,698,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000107,Idleb,Harim,Karama,Al Aqsa,"36.294899,36.701951",IS,285,268,209,148,910,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000108,Idleb,Harim,Karama,Al Asil,"36.291481,36.696943",IS,338,884,246,202,1670,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000109,Idleb,Harim,Karama,Al Ataa,"36.292225,36.699633",IS,346,303,222,204,1075,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000379,Idleb,Harim,Karama,Al Ayade Al Baydaa,"36.296602,36.6997",IS,191,180,130,99,600,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000270,Idleb,Harim,Karama,Al Eman Billah,"36.294189,36.703259",IS,334,336,228,222,1120,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000110,Idleb,Harim,Karama,Al Fadel (Karama),"36.294697,36.698204",IS,184,196,152,128,660,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000111,Idleb,Harim,Karama,Al Faraj,"36.294924,36.700434",IS,312,262,214,187,975,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000255,Idleb,Harim,Karama,Al Ghab Al Mankoub,"36.292021,36.703479",IS,338,187,206,182,913,0.89,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000380,Idleb,Harim,Karama,Al Haneen,"36.292732,36.695491",IS,137,103,107,63,410,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000114,Idleb,Harim,Karama,Al Haq,"36.294881,36.702545",IS,213,184,139,94,630,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000482,Idleb,Harim,Karama,Al Hidaya Al Namouthajia,"36.296075,36.7096361",IS,396,341,257,206,1200,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000115,Idleb,Harim,Karama,Al Hijaz,"36.291654,36.70132",IS,155,135,95,74,459,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000116,Idleb,Harim,Karama,Al Ikhaa,"36.292251,36.700043",IS,657,650,462,454,2223,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000117,Idleb,Harim,Karama,Al Ikhlas,"36.292187,36.695133",IS,217,224,159,137,737,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000381,Idleb,Harim,Karama,Al Jabal (Karama),"36.291006,36.702536",IS,218,187,132,113,650,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000118,Idleb,Harim,Karama,Al Karama,"36.293252,36.700929",IS,1110,1047,833,800,3790,0.75,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000382,Idleb,Harim,Karama,Al Karim Al Awsat,"36.290741,36.700802",IS,368,302,251,206,1127,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000120,Idleb,Harim,Karama,Al Mahabbah,"36.290635,36.698284",IS,387,301,234,202,1124,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000121,Idleb,Harim,Karama,Al Manara,"36.294705,36.697951",IS,236,218,148,123,725,0.96,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000122,Idleb,Harim,Karama,Al Mustakbal,"36.295789,36.698669",IS,280,249,171,158,858,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000271,Idleb,Harim,Karama,Al Nahda Al Eslamia,"36.294128,36.703018",IS,316,294,169,163,942,0.91,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000130,Idleb,Harim,Karama,"Al Resalah (extension of Doaa, Doaa & Saleh)","36.294701,36.698959",IS,171,151,119,81,522,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000124,Idleb,Harim,Karama,Al Safa wa Al Marwa,"36.29211,36.698244",IS,398,385,318,284,1385,0.75,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000125,Idleb,Harim,Karama,Al Shuhada,"36.294703,36.698522",IS,173,179,141,128,621,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000483,Idleb,Harim,Karama,Al Zahra,"36.2944833,36.6962472",IS,197,181,137,105,620,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000502,Idleb,Harim,Karama,Algena,"36.30443408,36.65796552",IS,412,391,351,288,1442,0,1,1,1,1,0,Not covered - N/A,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000127,Idleb,Harim,Karama,Atfal Alghad,"36.292305,36.696509",IS,268,232,152,128,780,0.93,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000129,Idleb,Harim,Karama,Doaa,"36.292143,36.69866",IS,132,113,437,460,1142,0.99,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000131,Idleb,Harim,Karama,Doaat Al Kwait (Al Khayrat),"36.294352,36.697056",IS,284,235,201,180,900,0.95,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000133,Idleb,Harim,Karama,Harameen,"36.291518,36.69765",IS,1607,1370,1291,1145,5413,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000420,Idleb,Harim,Karama,Khan Sheikhon Al Kemawi,"36.2902361,36.696575",IS,378,332,274,238,1222,0.95,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000383,Idleb,Harim,Karama,Moatakalen Sahl Al Gab,"36.3097705710001,36.689845776",IS,416,362,290,258,1326,0.89,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000272,Idleb,Harim,Karama,Nasret Al Mazloum,"36.295173,36.693636",IS,430,389,252,237,1308,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000135,Idleb,Harim,Karama,Nour Al Mustafa,"36.293135,36.69728",IS,491,453,335,260,1539,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000136,Idleb,Harim,Karama,Nour Al Mustakbal,"36.295746,36.700252",IS,294,271,189,158,912,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000137,Idleb,Harim,Karama,Nour Al Sham,"36.294704,36.697609",IS,160,150,115,85,510,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000384,Idleb,Harim,Karama,Nour Hama,"36.292975,36.704311",IS,67,68,47,33,215,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000139,Idleb,Harim,Karama,Rajaa,"36.29523,36.695138",IS,387,340,226,208,1161,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000140,Idleb,Harim,Karama,Rawdah,"36.293944,36.696269",IS,177,164,113,96,550,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000142,Idleb,Harim,Karama,Salah Eldin (including Al Islah),"36.295503,36.696554",IS,710,647,588,555,2500,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000282,Idleb,Harim,Karama,Sarkhat Tifl,"36.292038,36.70126",IS,266,284,226,216,992,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000143,Idleb,Harim,Karama,Sedik (Extension of Al Aqsa),"36.294692,36.699198",IS,110,111,76,73,370,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000144,Idleb,Harim,Karama,Shaheid Saleh,"36.294358,36.695743",IS,316,258,214,172,960,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000145,Idleb,Harim,Karama,Shams Al Hurriya,"36.292194,36.699207",IS,420,423,288,279,1410,0.91,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000385,Idleb,Harim,Karama,Shuhada Sahl Al Gab,"36.3097705710001,36.689845776",IS,360,333,234,203,1130,0.85,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000148,Idleb,Harim,Karama,Tabarak Al Rahman,"36.292469,36.703028",IS,201,193,155,121,670,1,1,1,1,1,1,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000149,Idleb,Harim,Karama,Taibah,"36.294992,36.701277",IS,366,359,339,264,1328,0.8,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
CP000150,Idleb,Harim,Karama,Tajammu,"36.294698,36.699769",IS,910,932,800,588,3230,1,1,1,1,1,0,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,Not covered - N/A
CP000151,Idleb,Harim,Karama,Watasimu (including Tadamun and Sahl Al Ghab),"36.292456,36.702739",IS,1153,1097,843,816,3909,0.9,1,1,1,1,1,2. Mostly covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered,1. Fully covered
