PCODE,governorate,district,cluster,camp_name,geo,TypeSite,girls,boys,women,men,individual,Shelter,NFI,Water,Sanitation,Waste_Removal,Food,,shelter_cat,NFI_cat,water_cat,sanitation_cat,waste_cat,Food_cat
CP000765,Idleb,Harim,Atma,Ebad Allah,"36.324411,36.662878",IS,110,125,68,58,361,0.9,0,1,1,1,0.99,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000766,Idleb,Harim,Atma,Atfalona Tonashedokom,"36.324411,36.662879",IS,1799,2072,1434,1242,6547,0,0,1,1,1,0.98,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000767,Idleb,Harim,Atma,Al Khalil,"36.321969,36.667319",IS,419,413,298,255,1385,0,0,1,1,1,0.98,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000768,Idleb,Harim,Atma,Al Mountaser,"36.322508,36.663947",IS,127,124,103,97,451,0.9,0,1,1,1,0.98,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000769,Idleb,Harim,Atma,Al Farouk Omar,"36.321914,36.663156",IS,208,245,143,138,734,1,0,1,1,1,0.95,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000770,Idleb,Harim,Atma,Qafelat Al Rahma,"36.320508,36.662122",IS,170,197,134,130,631,0,1,1,1,1,0.97,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000771,Idleb,Harim,Atma,Al Bara',"36.321458,36.664594",IS,127,148,118,95,488,0.87,0,1,1,1,0.96,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000772,Idleb,Harim,Atma,Al Nada,"36.321117,36.662356",IS,151,141,106,101,499,0.87,0,1,1,1,0.99,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000773,Idleb,Harim,Atma,Saadona,"36.32475,36.667967",IS,393,505,306,253,1457,0,0,1,1,1,0,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000774,Idleb,Harim,Atma,Al Ansar sector 2,"36.32149,36.664592",IS,110,131,67,65,373,0,0,1,1,1,0,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000775,Idleb,Harim,Atma,Kafr Nabutha Almankoub,"36.319694,36.66715",IS,1163,1256,965,843,4227,0,0,1,1,1,0.98,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000776,Idleb,Harim,Atma,Al Ansar sector 1,"36.319836,36.664364",IS,334,351,263,219,1167,0.82,0,1,1,1,0.96,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000777,Idleb,Harim,Atma,Al Hassoun,"36.320303,36.663614",IS,186,266,171,139,762,0,1,1,1,1,0.96,,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000778,Idleb,Harim,Atma,Al Amal,"36.320783,36.666064",IS,107,129,85,95,416,1,0,1,1,1,0.97,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000779,Idleb,Harim,Atma,Reef Hama Al Gharbi,"36.318808,36.662417",IS,296,327,245,169,1037,1,0,1,1,1,0.95,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000780,Idleb,Harim,Atma,Al Gaith,"36.320661,36.661272",IS,197,240,175,165,777,1,0,1,1,1,0.95,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000781,Idleb,Harim,Atma,Saberoun,"36.319906,36.66075",IS,217,223,101,143,684,0,0,1,1,1,1,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,1.Fully covered
CP000782,Idleb,Harim,Atma,Moutawa 1,"36.314192,36.664281",IS,757,910,638,537,2842,0.88,0,1,1,1,0.96,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000783,Idleb,Harim,Atma,Al Qaryah,"36.315275,36.661303",IS,133,148,153,8,442,0.88,0,1,1,1,0.9,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000784,Idleb,Harim,Atma,Al Omar,"36.317606,36.659989",IS,347,363,312,251,1273,0.9,0,1,1,1,0.97,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000785,Idleb,Harim,Atma,Moutawa 2,"36.314719,36.660206",IS,287,348,223,158,1016,0.9,0,1,1,1,0.96,,2.Mostly covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000786,Idleb,Harim,Atma,Al Ethar (New),"36.315758,36.66075",IS,259,299,211,151,920,1,0,1,1,1,0.96,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000787,Idleb,Harim,Atma,Zamzam 2,"36.317053,36.659261",IS,325,395,279,245,1244,1,0.96,1,1,1,0.96,,1.Fully covered,2.Mostly covered,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000788,Idleb,Harim,Atma,Zamzam 1 sector 2,"36.319691,36.66718",IS,214,240,185,157,796,0,0,1,1,1,0,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,Not covered - N/A
CP000789,Idleb,Harim,Atma,Al Hamza,"36.314147,36.65955",IS,484,587,419,320,1810,0,0,1,1,1,0.95,,Not covered - N/A,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000790,Idleb,Harim,Atma,Zamzam 1 sector 1,"36.312391,36.657277",IS,272,338,276,213,1099,1,0,1,1,1,0.98,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
CP000791,Idleb,Harim,Atma,Al Ber Wa Al Taqwaa,"36.315844,36.657772",IS,278,340,221,179,1018,1,0,1,1,1,0.93,,1.Fully covered,Not covered - N/A,1.Fully covered,1.Fully covered,1.Fully covered,2.Mostly covered
